year,state_abbr,state_fips,state_name,fatal_shootings,population,fatal_shootings_per_100k,fatal_shootings_per_1m,unarmed_count,unarmed_per_1m,armed_with_gun_count,armed_with_gun_per_1m,mental_illness_related_count,mental_illness_related_per_1m,body_camera_count,body_camera_per_1m,race_known_count,race_missing_count,population_source_vintage,population_source_url
2017,CT,09,Connecticut,5,3573297,0.1399,1.3993,0,0.0,2,0.5597,1,0.2799,0,0.0,4,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,DC,11,District of Columbia,2,694906,0.2878,2.8781,0,0.0,2,2.8781,0,0.0,1,1.439,2,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,DE,10,Delaware,6,956823,0.6271,6.2708,0,0.0,4,4.1805,1,1.0451,1,1.0451,6,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,FL,12,Florida,57,20963613,0.2719,2.719,5,0.2385,35,1.6696,21,1.0017,1,0.0477,55,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,GA,13,Georgia,29,10410330,0.2786,2.7857,4,0.3842,16,1.5369,8,0.7685,2,0.1921,28,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,HI,15,Hawaii,3,1424393,0.2106,2.1062,0,0.0,0,0.0,0,0.0,0,0.0,2,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,IA,19,Iowa,5,3141550,0.1592,1.5916,0,0.0,5,1.5916,1,0.3183,2,0.6366,5,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,ID,16,Idaho,6,1717715,0.3493,3.493,1,0.5822,4,2.3287,0,0.0,1,0.5822,5,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,IL,17,Illinois,19,12778828,0.1487,1.4868,2,0.1565,11,0.8608,5,0.3913,4,0.313,19,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,IN,18,Indiana,19,6658078,0.2854,2.8537,1,0.1502,14,2.1027,5,0.751,1,0.1502,19,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,KS,20,Kansas,12,2908718,0.4126,4.1255,1,0.3438,7,2.4066,5,1.719,2,0.6876,12,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,KY,21,Kentucky,17,4452268,0.3818,3.8183,1,0.2246,9,2.0214,3,0.6738,3,0.6738,17,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,LA,22,Louisiana,19,4670560,0.4068,4.068,3,0.6423,13,2.7834,4,0.8564,2,0.4282,19,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,MA,25,Massachusetts,3,6859789,0.0437,0.4373,0,0.0,0,0.0,1,0.1458,0,0.0,3,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,MD,24,Maryland,9,6023868,0.1494,1.4941,1,0.166,4,0.664,3,0.498,7,1.162,9,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,ME,23,Maine,9,1334612,0.6744,6.7435,1,0.7493,5,3.7464,1,0.7493,0,0.0,9,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,MI,26,Michigan,14,9973114,0.1404,1.4038,3,0.3008,7,0.7019,4,0.4011,1,0.1003,13,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,MN,27,Minnesota,10,5566230,0.1797,1.7965,1,0.1797,8,1.4372,1,0.1797,1,0.1797,9,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,MO,29,Missouri,31,6106670,0.5076,5.0764,3,0.4913,22,3.6026,8,1.31,0,0.0,31,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,MS,28,Mississippi,17,2988510,0.5688,5.6885,2,0.6692,10,3.3461,2,0.6692,2,0.6692,17,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,MT,30,Montana,6,1052482,0.5701,5.7008,0,0.0,3,2.8504,1,0.9501,1,0.9501,6,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,NC,37,North Carolina,22,10268233,0.2143,2.1425,0,0.0,20,1.9478,4,0.3896,3,0.2922,22,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,ND,38,North Dakota,3,754942,0.3974,3.9738,0,0.0,1,1.3246,0,0.0,0,0.0,3,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,NE,31,Nebraska,0,1915947,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,NH,33,New Hampshire,3,1348787,0.2224,2.2242,0,0.0,2,1.4828,0,0.0,0,0.0,2,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,NJ,34,New Jersey,12,8885525,0.1351,1.3505,1,0.1125,7,0.7878,3,0.3376,0,0.0,10,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,NM,35,New Mexico,21,2091784,1.0039,10.0393,4,1.9122,8,3.8245,4,1.9122,5,2.3903,18,3,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,NV,32,Nevada,16,2969905,0.5387,5.3874,0,0.0,11,3.7038,7,2.357,5,1.6836,16,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,NY,36,New York,16,19589572,0.0817,0.8168,0,0.0,8,0.4084,6,0.3063,2,0.1021,15,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,OH,39,Ohio,34,11659650,0.2916,2.916,3,0.2573,19,1.6296,11,0.9434,5,0.4288,34,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,OK,40,Oklahoma,26,3931316,0.6614,6.6136,1,0.2544,15,3.8155,7,1.7806,5,1.2718,25,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,OR,41,Oregon,12,4143625,0.2896,2.896,0,0.0,8,1.9307,5,1.2067,0,0.0,11,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,PA,42,Pennsylvania,23,12787641,0.1799,1.7986,2,0.1564,14,1.0948,7,0.5474,0,0.0,20,3,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,RI,44,Rhode Island,1,1055673,0.0947,0.9473,0,0.0,0,0.0,0,0.0,1,0.9473,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,SC,45,South Carolina,12,5021268,0.239,2.3898,1,0.1992,8,1.5932,4,0.7966,2,0.3983,12,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,SD,46,South Dakota,3,872868,0.3437,3.4369,0,0.0,3,3.4369,1,1.1456,0,0.0,3,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,TN,47,Tennessee,27,6708799,0.4025,4.0246,1,0.1491,15,2.2359,7,1.0434,1,0.1491,24,3,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,TX,48,Texas,71,28295273,0.2509,2.5093,5,0.1767,42,1.4843,10,0.3534,10,0.3534,71,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,UT,49,Utah,6,3101042,0.1935,1.9348,0,0.0,3,0.9674,2,0.6449,3,0.9674,6,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,VA,51,Virginia,23,8463587,0.2718,2.7175,1,0.1182,15,1.7723,8,0.9452,0,0.0,22,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,VT,50,Vermont,1,624344,0.1602,1.6017,0,0.0,0,0.0,1,1.6017,0,0.0,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,WA,53,Washington,38,7423362,0.5119,5.119,0,0.0,19,2.5595,12,1.6165,5,0.6735,31,7,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,WI,55,Wisconsin,24,5790186,0.4145,4.1449,2,0.3454,15,2.5906,7,1.2089,4,0.6908,24,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,WV,54,West Virginia,11,1817004,0.6054,6.0539,0,0.0,5,2.7518,3,1.6511,0,0.0,9,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2017,WY,56,Wyoming,1,578931,0.1727,1.7273,0,0.0,1,1.7273,0,0.0,0,0.0,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,AK,02,Alaska,7,735139,0.9522,9.522,1,1.3603,1,1.3603,0,0.0,1,1.3603,7,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,AL,01,Alabama,13,4887681,0.266,2.6597,0,0.0,9,1.8414,2,0.4092,1,0.2046,12,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,AR,05,Arkansas,20,3009733,0.6645,6.6451,0,0.0,12,3.9871,2,0.6645,1,0.3323,20,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,AZ,04,Arizona,61,7158024,0.8522,8.5219,4,0.5588,43,6.0072,7,0.9779,3,0.4191,56,5,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,CA,06,California,116,39461588,0.294,2.9396,4,0.1014,51,1.2924,30,0.7602,22,0.5575,107,9,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,CO,08,Colorado,46,5691287,0.8083,8.0825,2,0.3514,29,5.0955,3,0.5271,5,0.8785,41,5,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,CT,09,Connecticut,1,3571520,0.028,0.28,0,0.0,0,0.0,0,0.0,0,0.0,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,DC,11,District of Columbia,1,701547,0.1425,1.4254,0,0.0,1,1.4254,0,0.0,0,0.0,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,DE,10,Delaware,0,965479,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,FL,12,Florida,64,21244317,0.3013,3.0126,8,0.3766,33,1.5534,23,1.0826,5,0.2354,62,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,GA,13,Georgia,44,10511131,0.4186,4.186,2,0.1903,26,2.4736,12,1.1416,4,0.3805,38,6,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,HI,15,Hawaii,11,1420593,0.7743,7.7432,0,0.0,6,4.2236,5,3.5197,2,1.4079,11,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,IA,19,Iowa,9,3148618,0.2858,2.8584,0,0.0,5,1.588,2,0.6352,2,0.6352,9,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,ID,16,Idaho,13,1750536,0.7426,7.4263,1,0.5713,6,3.4275,2,1.1425,0,0.0,12,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,IL,17,Illinois,20,12723071,0.1572,1.5719,1,0.0786,14,1.1004,2,0.1572,4,0.3144,20,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,IN,18,Indiana,18,6695497,0.2688,2.6884,0,0.0,12,1.7922,5,0.7468,2,0.2987,18,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,KS,20,Kansas,7,2911359,0.2404,2.4044,0,0.0,5,1.7174,2,0.687,0,0.0,7,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,KY,21,Kentucky,20,4461153,0.4483,4.4831,0,0.0,13,2.914,2,0.4483,3,0.6725,20,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,LA,22,Louisiana,15,4659690,0.3219,3.2191,3,0.6438,7,1.5022,1,0.2146,1,0.2146,14,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,MA,25,Massachusetts,3,6882635,0.0436,0.4359,1,0.1453,1,0.1453,1,0.1453,0,0.0,3,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,MD,24,Maryland,12,6035802,0.1988,1.9881,1,0.1657,9,1.4911,2,0.3314,3,0.497,12,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,ME,23,Maine,3,1339057,0.224,2.2404,0,0.0,1,0.7468,0,0.0,0,0.0,2,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,MI,26,Michigan,20,9984072,0.2003,2.0032,1,0.1002,15,1.5024,6,0.601,2,0.2003,17,3,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,MN,27,Minnesota,12,5606249,0.214,2.1405,0,0.0,5,0.8919,4,0.7135,7,1.2486,12,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,MO,29,Missouri,24,6121623,0.3921,3.9205,0,0.0,17,2.777,5,0.8168,0,0.0,19,5,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,MS,28,Mississippi,10,2981020,0.3355,3.3546,1,0.3355,7,2.3482,0,0.0,0,0.0,9,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,MT,30,Montana,6,1060665,0.5657,5.6568,0,0.0,3,2.8284,2,1.8856,1,0.9428,6,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,NC,37,North Carolina,25,10381615,0.2408,2.4081,0,0.0,17,1.6375,6,0.5779,6,0.5779,25,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,ND,38,North Dakota,4,758080,0.5276,5.2765,1,1.3191,2,2.6382,1,1.3191,1,1.3191,4,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,NE,31,Nebraska,1,1925614,0.0519,0.5193,0,0.0,0,0.0,0,0.0,0,0.0,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,NH,33,New Hampshire,2,1353465,0.1478,1.4777,0,0.0,2,1.4777,0,0.0,0,0.0,2,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,NJ,34,New Jersey,12,8886025,0.135,1.3504,1,0.1125,3,0.3376,4,0.4501,2,0.2251,12,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,NM,35,New Mexico,20,2092741,0.9557,9.5568,2,0.9557,11,5.2563,3,1.4335,0,0.0,19,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,NV,32,Nevada,23,3027341,0.7597,7.5974,0,0.0,11,3.6336,8,2.6426,12,3.9639,22,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,NY,36,New York,16,19530351,0.0819,0.8192,0,0.0,4,0.2048,7,0.3584,5,0.256,16,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,OH,39,Ohio,31,11676341,0.2655,2.6549,3,0.2569,20,1.7129,7,0.5995,3,0.2569,30,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,OK,40,Oklahoma,33,3940235,0.8375,8.3751,4,1.0152,18,4.5683,6,1.5228,3,0.7614,32,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,OR,41,Oregon,16,4181886,0.3826,3.826,1,0.2391,10,2.3913,3,0.7174,1,0.2391,15,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,PA,42,Pennsylvania,23,12800922,0.1797,1.7967,3,0.2344,13,1.0156,2,0.1562,0,0.0,21,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,RI,44,Rhode Island,1,1058287,0.0945,0.9449,0,0.0,1,0.9449,0,0.0,0,0.0,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,SC,45,South Carolina,12,5084156,0.236,2.3603,0,0.0,7,1.3768,5,0.9834,3,0.5901,12,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,SD,46,South Dakota,3,878698,0.3414,3.4141,0,0.0,1,1.138,1,1.138,0,0.0,2,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,TN,47,Tennessee,25,6771631,0.3692,3.6919,0,0.0,15,2.2151,8,1.1814,1,0.1477,24,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,TX,48,Texas,83,28628666,0.2899,2.8992,8,0.2794,45,1.5719,14,0.489,6,0.2096,82,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,UT,49,Utah,19,3153550,0.6025,6.025,1,0.3171,6,1.9026,5,1.5855,4,1.2684,19,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,VA,51,Virginia,18,8501286,0.2117,2.1173,3,0.3529,10,1.1763,2,0.2353,2,0.2353,18,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,VT,50,Vermont,2,624358,0.3203,3.2033,0,0.0,1,1.6016,2,3.2033,0,0.0,2,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,WA,53,Washington,23,7523869,0.3057,3.0569,1,0.1329,13,1.7278,7,0.9304,1,0.1329,19,4,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,WI,55,Wisconsin,13,5807406,0.2239,2.2385,0,0.0,8,1.3776,5,0.861,4,0.6888,13,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,WV,54,West Virginia,7,1804291,0.388,3.8796,0,0.0,4,2.2169,2,1.1085,2,1.1085,6,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2018,WY,56,Wyoming,4,577601,0.6925,6.9252,1,1.7313,2,3.4626,2,3.4626,0,0.0,4,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,AK,02,Alaska,7,731545,0.9569,9.5688,0,0.0,5,6.8348,2,2.7339,0,0.0,7,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,AL,01,Alabama,11,4903185,0.2243,2.2434,0,0.0,10,2.0395,6,1.2237,1,0.2039,11,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,AR,05,Arkansas,21,3017804,0.6959,6.9587,1,0.3314,14,4.6391,5,1.6568,2,0.6627,17,4,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,AZ,04,Arizona,35,7278717,0.4809,4.8085,3,0.4122,21,2.8851,4,0.5495,4,0.5495,32,3,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,CA,06,California,135,39512223,0.3417,3.4167,9,0.2278,63,1.5944,25,0.6327,31,0.7846,115,20,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,CO,08,Colorado,36,5758736,0.6251,6.2514,2,0.3473,25,4.3412,5,0.8682,4,0.6946,34,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,CT,09,Connecticut,4,3565287,0.1122,1.1219,1,0.2805,2,0.561,1,0.2805,1,0.2805,4,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,DC,11,District of Columbia,1,705749,0.1417,1.4169,0,0.0,1,1.4169,0,0.0,0,0.0,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,DE,10,Delaware,2,973764,0.2054,2.0539,0,0.0,2,2.0539,1,1.0269,0,0.0,0,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,FL,12,Florida,63,21477737,0.2933,2.9333,0,0.0,39,1.8158,14,0.6518,5,0.2328,56,7,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,GA,13,Georgia,37,10617423,0.3485,3.4848,3,0.2826,20,1.8837,6,0.5651,6,0.5651,31,6,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,HI,15,Hawaii,7,1415872,0.4944,4.9439,2,1.4126,2,1.4126,0,0.0,1,0.7063,7,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,IA,19,Iowa,5,3155070,0.1585,1.5848,0,0.0,4,1.2678,1,0.317,0,0.0,5,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,ID,16,Idaho,7,1787065,0.3917,3.917,0,0.0,4,2.2383,3,1.6787,1,0.5596,6,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,IL,17,Illinois,13,12671821,0.1026,1.0259,0,0.0,9,0.7102,2,0.1578,1,0.0789,10,3,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,IN,18,Indiana,16,6732219,0.2377,2.3766,0,0.0,11,1.6339,7,1.0398,3,0.4456,16,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,KS,20,Kansas,9,2913314,0.3089,3.0893,0,0.0,6,2.0595,2,0.6865,0,0.0,9,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
