year,state_abbr,state_fips,state_name,fatal_shootings,population,fatal_shootings_per_100k,fatal_shootings_per_1m,unarmed_count,unarmed_per_1m,armed_with_gun_count,armed_with_gun_per_1m,mental_illness_related_count,mental_illness_related_per_1m,body_camera_count,body_camera_per_1m,race_known_count,race_missing_count,population_source_vintage,population_source_url
2019,KY,21,Kentucky,15,4467673,0.3357,3.3575,0,0.0,8,1.7906,1,0.2238,1,0.2238,13,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,LA,22,Louisiana,19,4648794,0.4087,4.0871,3,0.6453,11,2.3662,4,0.8604,2,0.4302,19,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,MA,25,Massachusetts,5,6892503,0.0725,0.7254,0,0.0,5,0.7254,0,0.0,1,0.1451,3,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,MD,24,Maryland,19,6045680,0.3143,3.1427,1,0.1654,11,1.8195,7,1.1579,6,0.9924,18,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,ME,23,Maine,3,1344212,0.2232,2.2318,0,0.0,2,1.4879,0,0.0,0,0.0,3,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,MI,26,Michigan,13,9986857,0.1302,1.3017,2,0.2003,8,0.8011,4,0.4005,0,0.0,11,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,MN,27,Minnesota,11,5639632,0.195,1.9505,1,0.1773,6,1.0639,3,0.5319,7,1.2412,11,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,MO,29,Missouri,28,6137428,0.4562,4.5622,2,0.3259,21,3.4216,4,0.6517,0,0.0,25,3,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,MS,28,Mississippi,18,2976149,0.6048,6.0481,0,0.0,15,5.0401,7,2.352,2,0.672,17,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,MT,30,Montana,6,1068778,0.5614,5.6139,0,0.0,6,5.6139,1,0.9356,0,0.0,6,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,NC,37,North Carolina,33,10488084,0.3146,3.1464,1,0.0953,23,2.193,8,0.7628,3,0.286,31,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,ND,38,North Dakota,0,762062,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,NE,31,Nebraska,6,1934408,0.3102,3.1017,0,0.0,3,1.5509,1,0.517,1,0.517,6,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,NH,33,New Hampshire,2,1359711,0.1471,1.4709,0,0.0,2,1.4709,1,0.7355,0,0.0,2,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,NJ,34,New Jersey,12,8882190,0.1351,1.351,0,0.0,7,0.7881,2,0.2252,1,0.1126,10,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,NM,35,New Mexico,18,2096829,0.8584,8.5844,0,0.0,13,6.1998,1,0.4769,1,0.4769,12,6,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,NV,32,Nevada,11,3080156,0.3571,3.5712,1,0.3247,8,2.5973,3,0.974,4,1.2986,10,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,NY,36,New York,22,19453561,0.1131,1.1309,1,0.0514,12,0.6169,7,0.3598,5,0.257,22,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,OH,39,Ohio,24,11689100,0.2053,2.0532,1,0.0855,13,1.1121,7,0.5988,3,0.2566,23,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,OK,40,Oklahoma,34,3956971,0.8592,8.5924,2,0.5054,21,5.3071,6,1.5163,11,2.7799,34,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,OR,41,Oregon,18,4217737,0.4268,4.2677,1,0.2371,8,1.8968,5,1.1855,1,0.2371,16,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,PA,42,Pennsylvania,14,12801989,0.1094,1.0936,0,0.0,10,0.7811,6,0.4687,0,0.0,12,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,RI,44,Rhode Island,0,1059361,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,SC,45,South Carolina,18,5148714,0.3496,3.496,0,0.0,14,2.7191,3,0.5827,3,0.5827,14,4,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,SD,46,South Dakota,3,884659,0.3391,3.3911,0,0.0,2,2.2608,1,1.1304,0,0.0,3,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,TN,47,Tennessee,33,6829174,0.4832,4.8322,1,0.1464,18,2.6358,6,0.8786,2,0.2929,31,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,TX,48,Texas,106,28995881,0.3656,3.6557,10,0.3449,65,2.2417,19,0.6553,12,0.4139,104,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,UT,49,Utah,12,3205958,0.3743,3.743,1,0.3119,4,1.2477,2,0.6238,5,1.5596,11,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,VA,51,Virginia,10,8535519,0.1172,1.1716,0,0.0,5,0.5858,2,0.2343,1,0.1172,9,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,VT,50,Vermont,3,623989,0.4808,4.8078,0,0.0,2,3.2052,1,1.6026,0,0.0,3,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,WA,53,Washington,36,7614893,0.4728,4.7276,3,0.394,12,1.5759,13,1.7072,4,0.5253,31,5,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,WI,55,Wisconsin,18,5822434,0.3091,3.0915,1,0.1717,11,1.8892,5,0.8587,1,0.1717,18,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,WV,54,West Virginia,13,1792147,0.7254,7.2539,1,0.558,10,5.5799,2,1.116,1,0.558,12,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2019,WY,56,Wyoming,1,578759,0.1728,1.7278,0,0.0,0,0.0,1,1.7278,0,0.0,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv
2020,AK,02,Alaska,9,732906,1.228,12.2799,2,2.7289,7,9.551,1,1.3644,0,0.0,9,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,AL,01,Alabama,16,5032962,0.3179,3.179,1,0.1987,14,2.7817,4,0.7948,2,0.3974,15,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,AR,05,Arkansas,11,3014399,0.3649,3.6492,1,0.3317,7,2.3222,3,0.9952,0,0.0,11,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,AZ,04,Arizona,45,7186647,0.6262,6.2616,5,0.6957,24,3.3395,10,1.3915,13,1.8089,38,7,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,CA,06,California,147,39527808,0.3719,3.7189,11,0.2783,68,1.7203,33,0.8349,38,0.9613,127,20,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,CO,08,Colorado,42,5786873,0.7258,7.2578,2,0.3456,32,5.5298,5,0.864,7,1.2096,39,3,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,CT,09,Connecticut,5,3579643,0.1397,1.3968,1,0.2794,2,0.5587,2,0.5587,3,0.8381,5,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,DC,11,District of Columbia,1,670958,0.149,1.4904,0,0.0,1,1.4904,0,0.0,1,1.4904,1,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,DE,10,Delaware,2,991890,0.2016,2.0164,0,0.0,1,1.0082,1,1.0082,0,0.0,2,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,FL,12,Florida,93,21591325,0.4307,4.3073,5,0.2316,61,2.8252,24,1.1116,16,0.741,82,11,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,GA,13,Georgia,40,10732595,0.3727,3.727,1,0.0932,28,2.6089,6,0.559,2,0.1863,37,3,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,HI,15,Hawaii,2,1451130,0.1378,1.3782,0,0.0,0,0.0,0,0.0,0,0.0,2,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,IA,19,Iowa,6,3191081,0.188,1.8802,0,0.0,2,0.6267,3,0.9401,2,0.6267,6,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,ID,16,Idaho,6,1849328,0.3244,3.2444,0,0.0,4,2.1629,0,0.0,2,1.0815,6,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,IL,17,Illinois,13,12795348,0.1016,1.016,1,0.0782,8,0.6252,1,0.0782,4,0.3126,13,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,IN,18,Indiana,25,6790290,0.3682,3.6817,0,0.0,20,2.9454,4,0.5891,5,0.7363,23,2,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,KS,20,Kansas,7,2938274,0.2382,2.3824,0,0.0,5,1.7017,1,0.3403,1,0.3403,7,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,KY,21,Kentucky,20,4508271,0.4436,4.4363,1,0.2218,14,3.1054,2,0.4436,4,0.8873,16,4,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,LA,22,Louisiana,20,4652145,0.4299,4.2991,0,0.0,15,3.2243,5,1.0748,3,0.6449,19,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,MA,25,Massachusetts,6,6985320,0.0859,0.8589,0,0.0,0,0.0,1,0.1432,0,0.0,6,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,MD,24,Maryland,14,6178387,0.2266,2.266,1,0.1619,11,1.7804,3,0.4856,4,0.6474,14,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,ME,23,Maine,4,1364546,0.2931,2.9314,0,0.0,4,2.9314,1,0.7328,0,0.0,4,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,MI,26,Michigan,17,10072294,0.1688,1.6878,0,0.0,11,1.0921,6,0.5957,4,0.3971,15,2,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,MN,27,Minnesota,8,5710562,0.1401,1.4009,1,0.1751,6,1.0507,3,0.5253,3,0.5253,8,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,MO,29,Missouri,25,6155074,0.4062,4.0617,2,0.3249,19,3.0869,2,0.3249,0,0.0,19,6,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,MS,28,Mississippi,10,2958385,0.338,3.3802,0,0.0,6,2.0281,2,0.676,1,0.338,9,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,MT,30,Montana,10,1087156,0.9198,9.1983,0,0.0,7,6.4388,1,0.9198,0,0.0,10,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,NC,37,North Carolina,34,10450215,0.3254,3.2535,2,0.1914,27,2.5837,8,0.7655,3,0.2871,29,5,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,ND,38,North Dakota,3,779612,0.3848,3.8481,0,0.0,1,1.2827,1,1.2827,0,0.0,3,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,NE,31,Nebraska,4,1963318,0.2037,2.0374,0,0.0,3,1.528,2,1.0187,1,0.5093,4,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,NH,33,New Hampshire,4,1378752,0.2901,2.9012,1,0.7253,1,0.7253,2,1.4506,1,0.7253,4,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,NJ,34,New Jersey,8,9270476,0.0863,0.863,1,0.1079,2,0.2157,2,0.2157,2,0.2157,7,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,NM,35,New Mexico,16,2118446,0.7553,7.5527,0,0.0,15,7.0807,2,0.9441,1,0.472,14,2,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,NV,32,Nevada,25,3116851,0.8021,8.0209,1,0.3208,15,4.8125,7,2.2459,12,3.85,24,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,NY,36,New York,20,20122262,0.0994,0.9939,0,0.0,13,0.6461,6,0.2982,7,0.3479,19,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,OH,39,Ohio,23,11798534,0.1949,1.9494,1,0.0848,17,1.4409,7,0.5933,2,0.1695,20,3,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,OK,40,Oklahoma,28,3965243,0.7061,7.0614,4,1.0088,9,2.2697,5,1.261,6,1.5131,27,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,OR,41,Oregon,16,4243544,0.377,3.7704,0,0.0,11,2.5922,6,1.4139,3,0.707,12,4,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,PA,42,Pennsylvania,19,12995576,0.1462,1.462,2,0.1539,12,0.9234,6,0.4617,4,0.3078,16,3,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,RI,44,Rhode Island,0,1096487,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,SC,45,South Carolina,14,5131992,0.2728,2.728,0,0.0,13,2.5331,2,0.3897,0,0.0,14,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,SD,46,South Dakota,2,887808,0.2253,2.2527,0,0.0,2,2.2527,0,0.0,0,0.0,0,2,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,TN,47,Tennessee,29,6927736,0.4186,4.1861,2,0.2887,19,2.7426,6,0.8661,1,0.1443,25,4,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,TX,48,Texas,83,29237895,0.2839,2.8388,6,0.2052,50,1.7101,17,0.5814,11,0.3762,82,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,UT,49,Utah,17,3283970,0.5177,5.1767,1,0.3045,15,4.5676,3,0.9135,5,1.5225,15,2,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,VA,51,Virginia,15,8637303,0.1737,1.7367,0,0.0,13,1.5051,3,0.3473,2,0.2316,14,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,VT,50,Vermont,0,642965,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,WA,53,Washington,32,7726812,0.4141,4.1414,4,0.5177,18,2.3296,10,1.2942,4,0.5177,26,6,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,WI,55,Wisconsin,18,5897371,0.3052,3.0522,0,0.0,15,2.5435,3,0.5087,1,0.1696,18,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,WV,54,West Virginia,6,1791670,0.3349,3.3488,1,0.5581,3,1.6744,1,0.5581,0,0.0,4,2,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2020,WY,56,Wyoming,1,577669,0.1731,1.7311,0,0.0,1,1.7311,0,0.0,0,0.0,1,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,AK,02,Alaska,7,734590,0.9529,9.5291,0,0.0,5,6.8065,0,0.0,0,0.0,6,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,AL,01,Alabama,24,5050058,0.4752,4.7524,0,0.0,16,3.1683,3,0.5941,4,0.7921,20,4,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,AR,05,Arkansas,13,3027127,0.4295,4.2945,0,0.0,6,1.9821,0,0.0,2,0.6607,12,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,AZ,04,Arizona,37,7274022,0.5087,5.0866,1,0.1375,19,2.612,3,0.4124,8,1.0998,29,8,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,CA,06,California,141,39152927,0.3601,3.6013,10,0.2554,76,1.9411,14,0.3576,48,1.226,108,33,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,CO,08,Colorado,41,5814368,0.7051,7.0515,0,0.0,29,4.9876,4,0.688,2,0.344,34,7,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,CT,09,Connecticut,2,3607765,0.0554,0.5544,0,0.0,2,0.5544,0,0.0,1,0.2772,2,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,DC,11,District of Columbia,7,669637,1.0453,10.4534,2,2.9867,3,4.48,1,1.4933,5,7.4667,7,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,DE,10,Delaware,2,1005130,0.199,1.9898,0,0.0,1,0.9949,0,0.0,1,0.9949,2,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,FL,12,Florida,50,21836698,0.229,2.2897,1,0.0458,32,1.4654,9,0.4122,10,0.4579,48,2,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,GA,13,Georgia,51,10793038,0.4725,4.7253,2,0.1853,33,3.0575,4,0.3706,5,0.4633,44,7,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,HI,15,Hawaii,6,1446909,0.4147,4.1468,1,0.6911,2,1.3823,0,0.0,5,3.4556,5,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,IA,19,Iowa,9,3199037,0.2813,2.8133,0,0.0,4,1.2504,0,0.0,2,0.6252,8,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,ID,16,Idaho,13,1904855,0.6825,6.8247,0,0.0,10,5.2497,2,1.0499,1,0.525,10,3,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,IL,17,Illinois,28,12703354,0.2204,2.2041,1,0.0787,17,1.3382,4,0.3149,6,0.4723,27,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,IN,18,Indiana,21,6814223,0.3082,3.0818,0,0.0,15,2.2013,4,0.587,5,0.7338,20,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,KS,20,Kansas,11,2938966,0.3743,3.7428,0,0.0,11,3.7428,2,0.6805,4,1.361,11,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,KY,21,Kentucky,22,4508348,0.488,4.8798,0,0.0,9,1.9963,2,0.4436,2,0.4436,19,3,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,LA,22,Louisiana,22,4628595,0.4753,4.7531,0,0.0,16,3.4568,7,1.5123,1,0.216,20,2,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,MA,25,Massachusetts,11,6996721,0.1572,1.5722,0,0.0,8,1.1434,4,0.5717,1,0.1429,11,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,MD,24,Maryland,16,6176035,0.2591,2.5907,0,0.0,11,1.7811,5,0.8096,4,0.6477,16,0,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,ME,23,Maine,6,1379009,0.4351,4.351,0,0.0,1,0.7252,0,0.0,0,0.0,5,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,MI,26,Michigan,25,10042362,0.2489,2.4895,1,0.0996,15,1.4937,3,0.2987,4,0.3983,20,5,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,MN,27,Minnesota,12,5714055,0.21,2.1001,0,0.0,7,1.225,1,0.175,7,1.225,11,1,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,MO,29,Missouri,31,6172551,0.5022,5.0222,0,0.0,23,3.7262,6,0.972,1,0.162,27,4,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
2021,MS,28,Mississippi,22,2947603,0.7464,7.4637,0,0.0,10,3.3926,2,0.6785,1,0.3393,16,6,Census PEP Vintage 2025,https://www2.census.gov/programs-surveys/popest/datasets/2020-2025/state/totals/NST-EST2025-ALLDATA.csv
