state_abbr,state_name,region,observed,expected_region_year_model,avg_population,residual_obs_minus_expected,standardized_residual,observed_rate_per_1m,expected_rate_per_1m
AL,New Hampshire,Midwest,0,0.0,,0.0,,,
AL,New Hampshire,Northeast,0,0.0,,0.0,,,
AL,New Jersey,West,0,0.0,,0.0,,,
AL,New Jersey,South,0,0.0,,0.0,,,
AL,New Jersey,Midwest,0,0.0,,0.0,,,
AL,New Jersey,Northeast,0,0.0,,0.0,,,
AL,New Mexico,West,0,0.0,,0.0,,,
AL,New Mexico,South,0,0.0,,0.0,,,
AL,New Mexico,Midwest,0,0.0,,0.0,,,
AL,New Mexico,Northeast,0,0.0,,0.0,,,
AL,New York,West,0,0.0,,0.0,,,
AL,New York,South,0,0.0,,0.0,,,
AL,New York,Midwest,0,0.0,,0.0,,,
AL,New York,Northeast,0,0.0,,0.0,,,
AL,North Carolina,West,0,0.0,,0.0,,,
AL,North Carolina,South,0,0.0,,0.0,,,
AL,North Carolina,Midwest,0,0.0,,0.0,,,
AL,North Carolina,Northeast,0,0.0,,0.0,,,
AL,North Dakota,West,0,0.0,,0.0,,,
AL,North Dakota,South,0,0.0,,0.0,,,
AL,North Dakota,Midwest,0,0.0,,0.0,,,
AL,North Dakota,Northeast,0,0.0,,0.0,,,
AL,Ohio,West,0,0.0,,0.0,,,
AL,Ohio,South,0,0.0,,0.0,,,
AL,Ohio,Midwest,0,0.0,,0.0,,,
AL,Ohio,Northeast,0,0.0,,0.0,,,
AL,Oklahoma,West,0,0.0,,0.0,,,
AL,Oklahoma,South,0,0.0,,0.0,,,
AL,Oklahoma,Midwest,0,0.0,,0.0,,,
AL,Oklahoma,Northeast,0,0.0,,0.0,,,
AL,Oregon,West,0,0.0,,0.0,,,
AL,Oregon,South,0,0.0,,0.0,,,
AL,Oregon,Midwest,0,0.0,,0.0,,,
AL,Oregon,Northeast,0,0.0,,0.0,,,
AL,Pennsylvania,West,0,0.0,,0.0,,,
AL,Pennsylvania,South,0,0.0,,0.0,,,
AL,Pennsylvania,Midwest,0,0.0,,0.0,,,
AL,Pennsylvania,Northeast,0,0.0,,0.0,,,
AL,Rhode Island,West,0,0.0,,0.0,,,
AL,Rhode Island,South,0,0.0,,0.0,,,
AL,Rhode Island,Midwest,0,0.0,,0.0,,,
AL,Rhode Island,Northeast,0,0.0,,0.0,,,
AL,South Carolina,West,0,0.0,,0.0,,,
AL,South Carolina,South,0,0.0,,0.0,,,
AL,South Carolina,Midwest,0,0.0,,0.0,,,
AL,South Carolina,Northeast,0,0.0,,0.0,,,
AL,South Dakota,West,0,0.0,,0.0,,,
AL,South Dakota,South,0,0.0,,0.0,,,
AL,South Dakota,Midwest,0,0.0,,0.0,,,
AL,South Dakota,Northeast,0,0.0,,0.0,,,
AL,Tennessee,West,0,0.0,,0.0,,,
AL,Tennessee,South,0,0.0,,0.0,,,
AL,Tennessee,Midwest,0,0.0,,0.0,,,
AL,Tennessee,Northeast,0,0.0,,0.0,,,
AL,Texas,West,0,0.0,,0.0,,,
AL,Texas,South,0,0.0,,0.0,,,
AL,Texas,Midwest,0,0.0,,0.0,,,
AL,Texas,Northeast,0,0.0,,0.0,,,
AL,Utah,West,0,0.0,,0.0,,,
AL,Utah,South,0,0.0,,0.0,,,
AL,Utah,Midwest,0,0.0,,0.0,,,
AL,Utah,Northeast,0,0.0,,0.0,,,
AL,Vermont,West,0,0.0,,0.0,,,
AL,Vermont,South,0,0.0,,0.0,,,
AL,Vermont,Midwest,0,0.0,,0.0,,,
AL,Vermont,Northeast,0,0.0,,0.0,,,
AL,Virginia,West,0,0.0,,0.0,,,
AL,Virginia,South,0,0.0,,0.0,,,
AL,Virginia,Midwest,0,0.0,,0.0,,,
AL,Virginia,Northeast,0,0.0,,0.0,,,
AL,Washington,West,0,0.0,,0.0,,,
AL,Washington,South,0,0.0,,0.0,,,
AL,Washington,Midwest,0,0.0,,0.0,,,
AL,Washington,Northeast,0,0.0,,0.0,,,
AL,West Virginia,West,0,0.0,,0.0,,,
AL,West Virginia,South,0,0.0,,0.0,,,
AL,West Virginia,Midwest,0,0.0,,0.0,,,
AL,West Virginia,Northeast,0,0.0,,0.0,,,
AL,Wisconsin,West,0,0.0,,0.0,,,
AL,Wisconsin,South,0,0.0,,0.0,,,
AL,Wisconsin,Midwest,0,0.0,,0.0,,,
AL,Wisconsin,Northeast,0,0.0,,0.0,,,
AL,Wyoming,West,0,0.0,,0.0,,,
AL,Wyoming,South,0,0.0,,0.0,,,
AL,Wyoming,Midwest,0,0.0,,0.0,,,
AL,Wyoming,Northeast,0,0.0,,0.0,,,
AR,Alabama,West,0,0.0,,0.0,,,
