year,state_abbr,state_fips,state_name,fatal_shootings,population,fatal_shootings_per_100k,fatal_shootings_per_1m,unarmed_count,unarmed_per_1m,armed_with_gun_count,armed_with_gun_per_1m,mental_illness_related_count,mental_illness_related_per_1m,body_camera_count,body_camera_per_1m,race_known_count,race_missing_count,population_source_vintage,population_source_url,region,is_nm,year_centered,land_area_sqmi,population_density,log_density,log_population,gun_share,unarmed_share,mental_illness_share,bodycam_share,race_missing_share,unique_agencies_with_shootings,agency_event_rows,multi_agency_rows,local_police_agency_share,sheriff_agency_share,state_agency_agency_share,other_agency_share,federal_agency_share,unique_agencies_per_1m,multi_agency_share,top_city,top_city_count,top_city_share,city_hhi,num_cities_with_incidents,top_county,top_county_count,top_county_share,county_hhi,num_counties_with_incidents,log_density_z,gun_share_z,unarmed_share_z,mental_illness_share_z,bodycam_share_z,race_missing_share_z,unique_agencies_per_1m_z,sheriff_agency_share_z,local_police_agency_share_z,multi_agency_share_z,top_city_share_z,top_county_share_z,city_hhi_z,county_hhi_z
2017,NE,31,Nebraska,0,1915947,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Midwest,0,-2.5,76824,24.939432989690722,3.2164502050171326,14.465722575334942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Omaha,20,0.4166666666666667,0.21093750000000008,21,Douglas,13,0.5652173913043478,0.36105860113421545,8,-0.9430936913790245,-2.703443859950214,-0.5784505252305222,-1.2164578041012775,-0.8945380208936955,-0.6865966868886731,-1.5826990113791735,-1.203579614309664,-2.8625976111450298,-0.8021844004101795,1.4485601456733053,1.4391156533898202,0.8656462300457448,1.0978784293188275
2017,NH,33,New Hampshire,3,1348787,0.2224,2.2242,0,0.0,2,1.4828,0,0.0,0,0.0,2,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Northeast,0,-2.5,8953,150.65196023679215,5.014972277352209,14.114716227986365,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.482813817155711,0.0,Manchester,6,0.18181818181818182,0.06336088154269973,25,Hillsborough,7,0.3888888888888889,0.23456790123456794,7,0.2414603573445408,0.387329891084669,-0.5784505252305222,-1.2164578041012775,-0.8945380208936955,1.4181164082849358,-0.7789077984609867,-1.203579614309664,-2.8625976111450298,-0.8021844004101795,-0.11576646131830641,0.5004106149238202,-0.18167521525924896,0.36025682915404134
2017,NJ,34,New Jersey,12,8885525,0.1351,1.3505,1,0.1125,7,0.7878,3,0.3376,0,0.0,10,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Northeast,0,-2.5,7354,1208.2574109328257,7.096934444315178,15.999934106176395,0.5833333333333334,0.08333333333333333,0.25,0.0,0.16666666666666666,10.0,12.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,1.125425903365305,0.0,Newark,9,0.08333333333333333,0.02657750342935528,68,Essex,8,0.12307692307692308,0.082603550295858,17,1.6126955243187961,0.0009831722053089307,0.38643722317465745,0.2819600297019277,-0.8945380208936955,0.36575986069813127,-0.9726376257557676,-0.7612644885628177,0.9393041387826219,-0.8021844004101795,-0.7717743932825306,-0.9146699204075391,-0.4427194181389516,-0.5259125714133019
2017,NM,35,New Mexico,21,2091784,1.0039,10.0393,4,1.9122,8,3.8245,4,1.9122,5,2.3903,18,3,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,West,1,-2.5,121298,17.24499991755841,2.847522241608196,14.553527848358241,0.38095238095238093,0.19047619047619047,0.19047619047619047,0.23809523809523808,0.14285714285714285,13.0,22.0,2.0,0.55,0.4,0.0,0.05,0.0,6.214790819702225,0.09090909090909091,Albuquerque,77,0.3532110091743119,0.14447437084420497,61,Bernalillo,44,0.3793103448275862,0.174346016646849,23,-1.1860793736042115,-0.9372874307874237,1.6270071854098884,-0.07480612120359742,0.31940529652700317,0.21542321104287349,1.7861624014334472,0.7426069389764595,-0.5624470524388003,-0.2869333281215944,1.0258817816060244,0.4494181352716755,0.3939708304154153,0.009077154207392609
2017,NV,32,Nevada,16,2969905,0.5387,5.3874,0,0.0,11,3.7038,7,2.357,5,1.6836,16,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,West,0,-2.5,109781,27.05299642014556,3.297797772545578,14.904040523735317,0.6875,0.0,0.4375,0.3125,0.0,5.0,16.0,0.0,0.875,0.125,0.0,0.0,0.0,1.6835555346046422,0.0,Las Vegas,86,0.5029239766081871,0.27786327416983003,29,Clark,59,0.6276595744680851,0.4631054775916703,6,-0.8895160389543727,0.4839165708045093,-0.5784505252305222,1.4057734050543316,0.6987625832209716,-0.6865966868886731,-0.6700914206496026,-0.5953963164077504,0.796732823160335,-0.8021844004101795,2.0231203991750344,1.7715337885504703,1.340604927869428,1.6929575961198948
2017,NY,36,New York,16,19589572,0.0817,0.8168,0,0.0,8,0.4084,6,0.3063,2,0.1021,15,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Northeast,0,-2.5,47126,415.68501464159914,6.029927797116164,16.790507941800485,0.5,0.0,0.375,0.125,0.0625,7.0,17.0,2.0,0.9411764705882353,0.0,0.0,0.0,0.058823529411764705,0.357332972869443,0.11764705882352941,New York,48,0.24120603015075376,0.07199313148657861,98,Kings,20,0.17094017094017094,0.07107896851486596,32,0.9099368184923209,-0.38536354667405165,-0.5784505252305222,1.0311689466035303,-0.2572177792478287,-0.2919629815436215,-1.3889989659956403,-1.203579614309664,1.0734889064271274,-0.13538889509554003,0.2798162112229342,-0.6598644220842076,-0.12041388143845116,-0.5931173577040684
2017,OH,39,Ohio,34,11659650,0.2916,2.916,3,0.2573,19,1.6296,11,0.9434,5,0.4288,34,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Midwest,0,-2.5,40861,285.34911039866864,5.653713379398284,16.271644721283437,0.5588235294117647,0.08823529411764706,0.3235294117647059,0.14705882352941177,0.0,29.0,35.0,2.0,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0,2.4872101649706466,0.05714285714285714,Columbus,51,0.16721311475409836,0.03926901370599301,150,Franklin,40,0.22727272727272727,0.08070764462809916,43,0.6621520853768151,-0.11264821570038541,0.4431953260220211,0.7226711572911058,-0.14474950131032274,-0.6865966868886731,-0.23445309395239863,-0.3189493628159715,0.559113963789857,-0.4783122978287832,-0.21305086585675884,-0.35997158720690986,-0.3526503338559469,-0.5369684116728881
2017,OK,40,Oklahoma,26,3931316,0.6614,6.6136,1,0.2544,15,3.8155,7,1.7806,5,1.2718,25,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-2.5,68595,57.3119906698739,4.0485098630829555,15.184484787843221,0.5769230769230769,0.038461538461538464,0.2692307692307692,0.19230769230769232,0.038461538461538464,13.0,27.0,2.0,0.625,0.375,0.0,0.0,0.0,3.3067807319482836,0.07407407407407407,Oklahoma City,47,0.17803030303030304,0.06238521579430669,120,Oklahoma,27,0.20454545454545456,0.08907254361799817,43,-0.39507726616954375,-0.028735806170026894,-0.1331177182742854,0.3972229399944818,0.0859546585614843,-0.4437451759071029,0.20981280948153447,0.6209702793960766,-0.24879015806976926,-0.3823501933602213,-0.1409975356246227,-0.4809628343815437,-0.18859931795534934,-0.4881890928530758
2017,OR,41,Oregon,12,4143625,0.2896,2.896,0,0.0,8,1.9307,5,1.2067,0,0.0,11,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,West,0,-2.5,95988,43.168156436221196,3.7651031039119682,15.23708156654879,0.6666666666666666,0.0,0.4166666666666667,0.0,0.08333333333333333,11.0,12.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.0,0.0,2.65468038251531,0.0,Portland,31,0.18787878787878787,0.05557392102846649,72,Multnomah,16,0.18823529411764706,0.09979238754325258,20,-0.5817364288095407,0.387329891084669,-0.5784505252305222,1.2809052522373978,-0.8945380208936955,-0.16041841309527097,-0.14367225030872086,0.12336576293087456,0.17892378879709167,-0.8021844004101795,-0.07539674242820042,-0.5677918470598105,-0.2369377007773011,-0.42567707864225907
2017,PA,42,Pennsylvania,23,12787641,0.1799,1.7986,2,0.1564,14,1.0948,7,0.5474,0,0.0,20,3,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Northeast,0,-2.5,44743,285.80204724761415,5.655299428687796,16.363989715574192,0.6086956521739131,0.08695652173913043,0.30434782608695654,0.0,0.13043478260869565,15.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.173007593816561,0.0,Philadelphia,42,0.18584070796460178,0.04381705693476389,135,Philadelphia,22,0.16666666666666666,0.06657483930211203,40,0.663196699249653,0.1185669562120708,0.4283888644096653,0.6077030370504506,-0.8945380208936955,0.13698669817926076,-0.9468449441405703,-1.203579614309664,1.3194943137753872,-0.8021844004101795,-0.08897240010805896,-0.6826149130059337,-0.3203737899328043,-0.6193828697132227
2017,RI,44,Rhode Island,1,1055673,0.0947,0.9473,0,0.0,0,0.0,0,0.0,1,0.9473,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Northeast,0,-2.5,1034,1020.9603481624758,6.928498981134784,13.869689036203159,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.947263025577049,0.0,Pawtucket,2,0.25,0.1875,6,Providence,4,0.6666666666666666,0.5,3,1.5017594880432337,-2.703443859950214,-0.5784505252305222,-1.2164578041012775,4.2040239122732395,-0.6865966868886731,-1.0692146565182068,-1.203579614309664,1.3194943137753872,-0.8021844004101795,0.3383928761953872,1.9791925248360123,0.6993150277798644,1.9081054028577682
2017,SC,45,South Carolina,12,5021268,0.239,2.3898,1,0.1992,8,1.5932,4,0.7966,2,0.3983,12,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-2.5,30061,167.03596021423107,5.118209119860582,15.429193049413954,0.6666666666666666,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.0,9.0,12.0,0.0,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,1.792375949660524,0.0,Greenville,12,0.07142857142857142,0.02026643990929704,93,Greenville,17,0.18681318681318682,0.08924042989977057,25,0.3094548633068492,0.387329891084669,0.38643722317465745,0.7814326409696626,-0.044777698699206434,-0.6865966868886731,-0.6111029674830358,1.6346091092325994,-1.120059309094856,-0.8021844004101795,-0.8510720553880962,-0.5753625986606538,-0.4875077608746368,-0.487210075835185
2017,SD,46,South Dakota,3,872868,0.3437,3.4369,0,0.0,3,3.4369,1,1.1456,0,0.0,3,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Midwest,0,-2.5,75811,11.5137381118835,2.443540940805043,13.67953962064031,1.0,0.0,0.3333333333333333,0.0,0.0,3.0,3.0,0.0,0.5,0.0,0.0,0.5,0.0,3.436945792490961,0.0,Rapid City,13,0.37142857142857144,0.19510204081632662,14,Pennington,11,0.5238095238095238,0.3061224489795918,9,-1.452152107898591,1.9327167666021108,-0.5784505252305222,0.7814326409696626,-0.8945380208936955,-0.6865966868886731,0.2803715881243296,-1.203579614309664,-0.7715516486848214,-0.8021844004101795,1.147229029672156,1.2186761140240279,0.7532651755624307,0.7775221304657243
2017,TN,47,Tennessee,27,6708799,0.4025,4.0246,1,0.1491,15,2.2359,7,1.0434,1,0.1491,24,3,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-2.5,41235,162.6967139565903,5.091887817073215,15.718930506340671,0.5555555555555556,0.037037037037037035,0.25925925925925924,0.037037037037037035,0.1111111111111111,26.0,27.0,0.0,0.38461538461538464,0.6153846153846154,0.0,0.0,0.0,3.8755073747178894,0.0,Memphis,30,0.10309278350515463,0.025542919899387118,147,Shelby,22,0.15384615384615385,0.053156633576213995,53,0.2921189594199573,-0.1277990674211446,-0.14961152593933125,0.3374569865094537,-0.7057023937393646,0.014974344835863114,0.5181033532583231,1.7905535445920644,-1.2541007169448695,-0.8021844004101795,-0.6401566242207156,-0.7508663857711116,-0.4500616484273391,-0.697630190557597
2017,TX,48,Texas,71,28295273,0.2509,2.5093,5,0.1767,42,1.4843,10,0.3534,10,0.3534,71,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-2.5,261232,108.31472790469773,4.685041136494035,17.15820531685998,0.5915492957746479,0.07042253521126761,0.14084507042253522,0.14084507042253522,0.0,48.0,71.0,0.0,0.746268656716418,0.2537313432835821,0.0,0.0,0.0,1.6963964263571516,0.0,Houston,125,0.12413108242303873,0.0334411847948176,323,Harris,96,0.15311004784688995,0.053928863044954714,122,0.024159010469147733,0.03907369378496396,0.23694757201329167,-0.37227874280369705,-0.1764307063631413,-0.6865966868886731,-0.6631307383054774,0.030941706804668043,0.2583665119299084,-0.8021844004101795,-0.50002043903595,-0.7547851306188732,-0.394009258203495,-0.6931269888449112
2017,UT,49,Utah,6,3101042,0.1935,1.9348,0,0.0,3,0.9674,2,0.6449,3,0.9674,6,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,West,0,-2.5,82170,37.73934525982719,3.630703191083692,14.947248742008926,0.5,0.0,0.3333333333333333,0.5,0.0,5.0,6.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,1.6123612643750067,0.0,Salt Lake City,20,0.15267175572519084,0.04807412155468795,57,Salt Lake,33,0.4647887323943662,0.27038286054354294,14,-0.6702557543923119,-0.38536354667405165,-0.5784505252305222,0.7814326409696626,1.654742945689772,-0.6865966868886731,-0.708683810441648,-0.39266855044044596,0.6224789929553178,-0.8021844004101795,-0.3099109109424808,0.9044721508716586,-0.29016226240830256,0.5691092397761796
2017,VA,51,Virginia,23,8463587,0.2718,2.7175,1,0.1182,15,1.7723,8,0.9452,0,0.0,22,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-2.5,39490,214.32228412256268,5.367480882712982,15.951283636993677,0.6521739130434783,0.043478260869565216,0.34782608695652173,0.0,0.043478260869565216,22.0,25.0,4.0,0.64,0.28,0.0,0.0,0.08,2.5993706923553805,0.16,Virginia Beach,13,0.06770833333333333,0.021972656249999997,104,Richmond City,8,0.06504065040650407,0.030867869654306296,54,0.47363181751898475,0.3201391573665196,-0.07503083041042846,0.8682974429292687,-0.8945380208936955,-0.4120688918660285,-0.1736540608539286,0.1587509729906225,-0.18605877919596292,0.10465748681773022,-0.8758525747960856,-1.2236326849250283,-0.47539908822291144,-0.8276055462384183
2017,VT,50,Vermont,1,624344,0.1602,1.6017,0,0.0,0,0.0,1,1.6017,0,0.0,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Northeast,0,-2.5,9217,67.73830964522078,4.215651893509056,13.344456777502721,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6016811245082838,0.0,Burlington,2,0.13333333333333333,0.09333333333333334,12,Chittenden,4,0.5714285714285714,0.38775510204081637,4,-0.28499311880288936,-2.703443859950214,-0.5784505252305222,4.777213531111543,-0.8945380208936955,-0.6865966868886731,-0.7144732106200707,-1.203579614309664,-2.8625976111450298,-0.8021844004101795,-0.43872421243915527,1.4721815842946893,0.03103321956495197,1.2535571925255327
2017,WA,53,Washington,38,7423362,0.5119,5.119,0,0.0,19,2.5595,12,1.6165,5,0.6735,31,7,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,West,0,-2.5,66456,111.7034127843987,4.715847258736427,15.820142612255335,0.5,0.0,0.3157894736842105,0.13157894736842105,0.18421052631578946,23.0,38.0,0.0,0.7567567567567568,0.24324324324324326,0.0,0.0,0.0,3.0983266072703985,0.0,Spokane,29,0.10469314079422383,0.03355967105005929,103,King,30,0.22727272727272727,0.1213269054178145,21,0.04444873467604659,-0.38536354667405165,-0.5784505252305222,0.6762805122817184,-0.22367460863488836,0.4765342341283212,0.09681575498009178,-0.020087791365399718,0.30222871041636695,-0.8021844004101795,-0.6294966385299454,-0.35997158720690986,-0.3931683851886115,-0.30010005561990627
2017,WI,55,Wisconsin,24,5790186,0.4145,4.1449,2,0.3454,15,2.5906,7,1.2089,4,0.6908,24,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Midwest,0,-2.5,54158,106.9128475940766,4.67201399410308,15.571674973385534,0.625,0.08333333333333333,0.2916666666666667,0.16666666666666666,0.0,20.0,26.0,4.0,0.5,0.5,0.0,0.0,0.0,3.4541204721230025,0.15384615384615385,Milwaukee,27,0.1656441717791411,0.03857879483608716,95,Milwaukee,14,0.16091954022988506,0.05324349319593076,37,0.015578991074406965,0.19415653164498897,0.38643722317465745,0.5316963353357953,-0.044777698699206434,-0.6865966868886731,0.2896814936655391,1.2291535772979902,-0.7715516486848214,0.06977895269357988,-0.22350160068760808,-0.7132104007972203,-0.3575486777261565,-0.6971236748079331
2017,WV,54,West Virginia,11,1817004,0.6054,6.0539,0,0.0,5,2.7518,3,1.6511,0,0.0,9,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-2.5,24038,75.58881770529995,4.325308358294081,14.412699548806815,0.45454545454545453,0.0,0.2727272727272727,0.0,0.18181818181818182,7.0,12.0,2.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,3.8524956466799187,0.16666666666666666,Charleston,7,0.07291666666666667,0.019965277777777776,74,Kanawha,8,0.15384615384615385,0.061390532544378706,25,-0.2127704803777913,-0.5960981206082483,-0.5784505252305222,0.4181798327749462,-0.8945380208936955,0.46142863775147724,0.5056293497273447,1.576686890384798,-1.0702725004648512,0.1424425654522264,-0.8411598476249004,-0.7508663857711116,-0.4896450476762391,-0.6496147891303672
2017,WY,56,Wyoming,1,578931,0.1727,1.7273,0,0.0,1,1.7273,0,0.0,0,0.0,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,West,0,-2.5,97093,5.962644062908757,1.7855140174167066,13.26893857846925,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.5,0.5,0.0,0.0,0.0,3.454643126728401,1.0,Casper,8,0.2222222222222222,0.10802469135802471,17,Natrona,5,0.23809523809523808,0.13378684807256236,10,-1.8855459862716029,1.9327167666021108,-0.5784505252305222,-1.2164578041012775,-0.8945380208936955,-0.6865966868886731,0.289964809867715,1.2291535772979902,-0.7715516486848214,4.865577394764256,0.1533649979490675,-0.3023567075999414,0.13529481927334225,-0.22744077832720314
2018,AK,2,Alaska,7,735139,0.9522,9.522,1,1.3603,1,1.3603,0,0.0,1,1.3603,7,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,West,0,-1.5,570641,1.2882688064825345,0.253299306592401,13.507814875961122,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,4.080860898415129,0.0,Anchorage,18,0.2647058823529412,0.13624567474048446,26,Anchorage,14,0.4117647058823529,0.24913494809688583,8,-2.8947029864213305,-2.0411351990141675,1.0756427577497858,-1.2164578041012775,-0.1661720304412763,-0.6865966868886731,0.629419660120262,-1.203579614309664,1.3194943137753872,-0.8021844004101795,0.43634881173755646,0.6221926545636477,0.3355734366655532,0.44520353610390373
2018,AL,1,Alabama,13,4887681,0.266,2.6597,0,0.0,9,1.8414,2,0.4092,1,0.2046,12,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-1.5,50645,96.50865830782901,4.569632727717229,15.402228515838127,0.6923076923076923,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,12.0,14.0,2.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,2.4551520444971757,0.14285714285714285,Birmingham,15,0.07692307692307693,0.020276134122287973,114,Jefferson,13,0.11206896551724138,0.046819262782401914,43,-0.0518520098992695,0.5062058045860107,-0.5784505252305222,-0.2943545217608435,-0.5023409491116236,-0.20089366492553262,-0.25183088962783684,0.41824251342877206,-0.07453632786475202,0.007495856043311263,-0.8144731344162967,-0.9732720470231576,-0.48743896300362655,-0.7345861216219193
2018,AR,5,Arkansas,20,3009733,0.6645,6.6451,0,0.0,12,3.9871,2,0.6645,1,0.3323,20,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-1.5,52035,57.84054963005669,4.057690080399701,14.91736192847166,0.6,0.0,0.1,0.05,0.0,20.0,20.0,0.0,0.6,0.4,0.0,0.0,0.0,6.645107722180007,0.0,Little Rock,12,0.08571428571428572,0.02285714285714286,84,Pulaski,11,0.171875,0.05908203125,34,-0.3890309330397009,0.07825251598118074,-0.5784505252305222,-0.6170906705799953,-0.6396099242353488,-0.6865966868886731,2.01942496007704,0.7426069389764595,-0.35334245619277976,-0.8021844004101795,-0.7559148608614175,-0.65488775219508,-0.4691220654707347,-0.6630766517028175
2018,AZ,4,Arizona,61,7158024,0.8522,8.5219,4,0.5588,43,6.0072,7,0.9779,3,0.4191,56,5,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,West,0,-1.5,113594,63.014102857545296,4.143358556221439,15.783744523194356,0.7049180327868853,0.06557377049180328,0.11475409836065574,0.04918032786885246,0.08196721311475409,26.0,61.0,0.0,0.85,0.06666666666666667,0.0,0.0,0.08333333333333333,3.6322873463402745,0.0,Phoenix,130,0.28199566160520606,0.1080693202083559,97,Maricopa,151,0.5992063492063492,0.3938334593096498,13,-0.3326074165071164,0.5646693686030642,0.18080540794076677,-0.5286594541588227,-0.6437890733608954,-0.1690442864361464,0.3862606907785267,-0.8792151887619767,0.6921805250373245,-0.8021844004101795,0.5515160938717336,1.6200597752859085,0.135611541207479,1.289002704476745
2018,CA,6,California,116,39461588,0.294,2.9396,4,0.1014,51,1.2924,30,0.7602,22,0.5575,107,9,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,West,0,-1.5,155779,253.3177642686113,5.5346446858892895,17.490838301033342,0.4396551724137931,0.034482758620689655,0.25862068965517243,0.1896551724137931,0.07758620689655173,76.0,121.0,9.0,0.6782608695652174,0.3130434782608696,0.0,0.0,0.008695652173913044,1.9259235081973893,0.0743801652892562,Los Angeles,157,0.11198288159771755,0.0191818901467437,429,Los Angeles,222,0.27680798004987534,0.10887681046759659,47,0.5837303049928891,-0.6651318603453127,-0.17918662933872373,0.3336296101779004,0.07243062160348172,-0.19670656990860902,-0.538710632844211,0.3195229056533892,-0.026048305546834113,-0.38061534126497354,-0.5809396486718471,-0.0962649786517226,-0.4952045914206708,-0.37270190671780545
2018,CO,8,Colorado,46,5691287,0.8083,8.0825,2,0.3514,29,5.0955,3,0.5271,5,0.8785,41,5,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,West,0,-1.5,103642,54.91294069971633,4.005749034759634,15.554446966817991,0.6304347826086957,0.043478260869565216,0.06521739130434782,0.10869565217391304,0.10869565217391304,24.0,48.0,4.0,0.6666666666666666,0.28888888888888886,0.0,0.0,0.044444444444444446,4.216972364950142,0.08333333333333333,Denver,56,0.15013404825737264,0.05029145613064134,101,Adams,31,0.15048543689320387,0.08714299179941556,27,-0.42324067494628453,0.21935305678929518,-0.07503083041042846,-0.82556619528305,-0.3403465064190287,-0.0002771993320615693,0.7032018163913095,0.2019995630636472,-0.07453632786475202,-0.32987091747897657,-0.32681458956416953,-0.7687575485347993,-0.2744262869056239,-0.4994411382694815
2018,CT,9,Connecticut,1,3571520,0.028,0.28,0,0.0,0,0.0,0,0.0,0,0.0,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Northeast,0,-1.5,4842,737.6125567947129,6.603418695951484,15.088501833449486,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2799928321834961,0.0,Hartford,4,0.125,0.05078125,26,New Haven,5,0.2631578947368421,0.18005540166204984,7,1.2876530425915327,-2.703443859950214,-0.5784505252305222,-1.2164578041012775,-0.8945380208936955,-0.6865966868886731,-1.4309228574309552,-1.203579614309664,1.3194943137753872,-0.8021844004101795,-0.49423257591305114,-0.16893277587854058,-0.2709503187711009,0.042371030470314756
2018,DC,11,District of Columbia,1,701547,0.1425,1.4254,0,0.0,1,1.4254,0,0.0,0,0.0,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-1.5,61,11500.77049180328,9.35016931139423,13.461043175567543,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4254212476142012,0.0,Washington,30,1.0,1.0,1,Washington,19,1.0,1.0,1,3.096735406608509,1.9327167666021108,-0.5784505252305222,-1.2164578041012775,-0.8945380208936955,-0.6865966868886731,-0.8100186787013326,-1.203579614309664,1.3194943137753872,-0.8021844004101795,5.334145588846018,3.7537308167306427,6.46546337299703,4.823820157974091
2018,DE,10,Delaware,0,965479,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-1.5,1949,495.37147255002566,6.205307930718202,13.780379630225763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wilmington,7,0.3333333333333333,0.15192743764172334,13,New Castle,8,0.6153846153846154,0.4792899408284024,3,1.0254467977800645,-2.703443859950214,-0.5784505252305222,-1.2164578041012775,-0.8945380208936955,-0.6865966868886731,-1.5826990113791735,-1.203579614309664,-2.8625976111450298,-0.8021844004101795,0.893476510934346,1.7061866337753002,0.44686373968471194,1.7873361526458498
