year,state_abbr,state_fips,state_name,fatal_shootings,population,fatal_shootings_per_100k,fatal_shootings_per_1m,unarmed_count,unarmed_per_1m,armed_with_gun_count,armed_with_gun_per_1m,mental_illness_related_count,mental_illness_related_per_1m,body_camera_count,body_camera_per_1m,race_known_count,race_missing_count,population_source_vintage,population_source_url,region,is_nm,year_centered,land_area_sqmi,population_density,log_density,log_population,gun_share,unarmed_share,mental_illness_share,bodycam_share,race_missing_share,unique_agencies_with_shootings,agency_event_rows,multi_agency_rows,local_police_agency_share,sheriff_agency_share,state_agency_agency_share,other_agency_share,federal_agency_share,unique_agencies_per_1m,multi_agency_share,top_city,top_city_count,top_city_share,city_hhi,num_cities_with_incidents,top_county,top_county_count,top_county_share,county_hhi,num_counties_with_incidents,log_density_z,gun_share_z,unarmed_share_z,mental_illness_share_z,bodycam_share_z,race_missing_share_z,unique_agencies_per_1m_z,sheriff_agency_share_z,local_police_agency_share_z,multi_agency_share_z,top_city_share_z,top_county_share_z,city_hhi_z,county_hhi_z
2015,GA,13,Georgia,29,10178447,0.2849,2.8492,3,0.2947,19,1.8667,7,0.6877,3,0.2947,27,2,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-4.5,57513,176.97645749656598,5.1760167152334375,16.135783003421597,0.6551724137931034,0.10344827586206896,0.2413793103448276,0.10344827586206896,0.06896551724137931,28.0,31.0,3.0,0.3548387096774194,0.6129032258064516,0.0,0.0,0.03225806451612903,2.750910821660711,0.0967741935483871,Atlanta,39,0.10051546391752578,0.01750983101286003,187,Fulton,23,0.12105263157894737,0.03645429362880886,73,0.34752846951896793,0.33404068848061935,0.6193411624448732,0.23029044922595515,-0.3671005795315988,-0.25113880512861614,-0.09150846514201622,1.7784804270158476,-1.3786295087539142,-0.25369132345781475,-0.657324159315735,-0.9254464687388831,-0.5070708572766074,-0.795028708616833
2015,HI,15,Hawaii,2,1422052,0.1406,1.4064,0,0.0,2,1.4064,0,0.0,0,0.0,2,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,West,0,-4.5,6423,221.39996886190255,5.399970879632713,14.167611456890505,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,0.5,1.406418330693955,0.0,Honolulu,18,0.3829787234042553,0.17609778180172028,22,Honolulu,12,0.5454545454545454,0.4173553719008264,3,0.4950305859779759,1.9327167666021108,-0.5784505252305222,-1.2164578041012775,-0.8945380208936955,-0.6865966868886731,-0.8203196196985018,-1.203579614309664,-0.7715516486848214,-0.8021844004101795,1.2241646337575556,1.3339058732379647,0.6183957888927067,1.426169079698045
2015,IA,19,Iowa,5,3120960,0.1602,1.6021,2,0.6408,3,0.9612,1,0.3204,1,0.3204,5,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Midwest,0,-4.5,55857,55.87410709490305,4.023101072401626,14.953651204765787,0.6,0.4,0.2,0.2,0.0,4.0,5.0,0.0,0.8,0.2,0.0,0.0,0.0,1.2816569260740285,0.0,Des Moines,8,0.12698412698412698,0.049634668682287726,34,Polk,9,0.28125,0.12109375,16,-0.41181216552813854,0.07825251598118074,4.053010667114341,-0.017723537058713285,0.12517436573969148,-0.6865966868886731,-0.8879492300950286,-0.23048633766660226,0.4830759287913039,-0.8021844004101795,-0.48101629889545694,-0.07261737516715432,-0.27908737473144984,-0.30145968500382037
2015,ID,16,Idaho,7,1651059,0.424,4.2397,0,0.0,7,4.2397,0,0.0,3,1.817,7,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,West,0,-4.5,82643,19.978207470687174,2.994642053013847,14.316927458181379,1.0,0.0,0.0,0.42857142857142855,0.0,8.0,8.0,2.0,0.5,0.5,0.0,0.0,0.0,4.8453749987129475,0.25,Boise,19,0.21348314606741572,0.07284433783613181,41,Ada,21,0.4117647058823529,0.2064590542099192,14,-1.089182387501756,1.9327167666021108,-0.5784505252305222,-1.2164578041012775,1.290559950463562,-0.6865966868886731,1.043841018258247,1.2291535772979902,-0.7715516486848214,0.6147560483834293,0.0951539800738209,0.6221926545636477,-0.11437304195055638,0.19634206911588953
2015,IL,17,Illinois,21,12858913,0.1633,1.6331,2,0.1555,15,1.1665,6,0.4666,1,0.0778,21,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Midwest,0,-4.5,55519,231.6128352455916,5.445067164049189,16.369547747540288,0.7142857142857143,0.09523809523809523,0.2857142857142857,0.047619047619047616,0.0,15.0,23.0,3.0,0.9545454545454546,0.045454545454545456,0.0,0.0,0.0,1.166506064703914,0.13043478260869565,Chicago,57,0.2714285714285714,0.08081632653061223,110,Cook,49,0.4016393442622951,0.17643106691749538,37,0.5247321877039813,0.6080994447300181,0.5242783300896832,0.4960197202452426,-0.6517493574095558,-0.6865966868886731,-0.9503692382298319,-0.982422051436241,1.1293992262790047,-0.06291112277873138,0.4811286679854051,0.568289128821429,-0.057797448819764737,0.021235977885958424
2015,IN,18,Indiana,19,6608422,0.2875,2.8751,3,0.454,10,1.5132,6,0.9079,1,0.1513,18,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Midwest,0,-4.5,35826,184.458828783565,5.217426288354286,15.703855454129334,0.5263157894736842,0.15789473684210525,0.3157894736842105,0.05263157894736842,0.05263157894736842,15.0,24.0,9.0,0.7619047619047619,0.19047619047619047,0.0,0.0,0.047619047619047616,2.2698308310213844,0.375,Indianapolis,44,0.205607476635514,0.0591754738405101,92,Marion,39,0.3170731707317073,0.1257849163857492,40,0.3748019059981377,-0.2633593196595169,1.2497578401687655,0.6762805122817184,-0.6261926559901726,-0.3542735665981034,-0.35228825065034625,-0.27682411274484336,0.3237581411752877,1.3232262727802337,0.04269411750267075,0.1180913894343266,-0.21137820811591346,-0.27410347890455106
2015,KS,20,Kansas,9,2909011,0.3094,3.0938,1,0.3438,6,2.0626,0,0.0,0,0.0,9,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Midwest,0,-4.5,81759,35.58031531696816,3.571792544395389,14.883323718838357,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,10.0,11.0,4.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.1111111111111111,3.4375944264219007,0.36363636363636365,Wichita,20,0.20202020202020202,0.08295071931435569,45,Sedgwick,11,0.19642857142857142,0.09502551020408162,24,-0.70905585927896,0.387329891084669,0.7080664726430507,-1.2164578041012775,-0.8945380208936955,-0.6865966868886731,0.2807231941372072,-0.6629722383968519,0.3901405526819612,1.2588198887441608,0.018799268315380542,-0.5241739940867701,-0.0426500944591176,-0.45347478782955986
2015,KY,21,Kentucky,16,4425976,0.3615,3.615,0,0.0,10,2.2594,2,0.4519,1,0.2259,15,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-4.5,39486,112.08975333029429,4.719299919390867,15.303001377075041,0.625,0.0,0.125,0.0625,0.0625,10.0,18.0,4.0,0.8181818181818182,0.09090909090909091,0.0,0.0,0.09090909090909091,2.259388663652943,0.2222222222222222,Louisville,37,0.2138728323699422,0.053560092218249866,106,Jefferson,20,0.2127659574468085,0.06518786781349027,46,0.04672274800065109,0.19415653164498897,-0.5784505252305222,-0.4672488871996749,-0.5758779000707621,-0.2919629815436215,-0.35794865270316356,-0.7612644885628177,0.559113963789857,0.457318220739695,0.0977496819443935,-0.4372000428502932,-0.25122943697617034,-0.6274708961818228
2015,LA,22,Louisiana,27,4664628,0.5788,5.7882,2,0.4288,15,3.2157,8,1.715,4,0.8575,26,1,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-4.5,43204,107.96750300898066,4.68183028378032,15.355518646318684,0.5555555555555556,0.07407407407407407,0.2962962962962963,0.14814814814814814,0.037037037037037035,19.0,30.0,6.0,0.42857142857142855,0.4642857142857143,0.0,0.0,0.10714285714285714,4.073207981429602,0.2,Baton Rouge,16,0.08,0.0274,94,Jefferson,15,0.13513513513513514,0.059816573330086845,34,0.02204425822874407,-0.1277990674211446,0.2792274733518597,0.5594448137395581,-0.1391955122763719,-0.4527396763138278,0.6252712313998183,1.0553869207545863,-1.0702725004648512,0.3313679586247077,-0.793977738672089,-0.8504766433202905,-0.43688232615154254,-0.6587932213404913
2015,MA,25,Massachusetts,9,6794228,0.1325,1.3247,0,0.0,2,0.2944,3,0.4416,0,0.0,9,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Northeast,0,-4.5,7800,871.0548717948718,6.769704973484559,15.731583986162242,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,9.0,10.0,2.0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,1.324653809086183,0.2,Boston,10,0.16393442622950818,0.05079279763504434,41,Middlesex,6,0.1875,0.140625,9,1.3971735685438418,-1.6731859429385865,-0.5784505252305222,0.7814326409696626,-0.8945380208936955,-0.6865966868886731,-0.8646418422435085,-1.203579614309664,0.854817433228674,0.3313679586247077,-0.234890221977636,-0.5717062697625191,-0.2708683675382368,-0.18756457738208904
2015,MD,24,Maryland,15,5985562,0.2506,2.506,3,0.5012,3,0.5012,6,1.0024,0,0.0,15,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-4.5,9707,616.6232615638199,6.424258240273739,15.604860793985965,0.2,0.2,0.4,0.0,0.0,10.0,16.0,2.0,0.7142857142857143,0.21428571428571427,0.0,0.0,0.07142857142857142,1.6706868962346393,0.125,Baltimore,33,0.2558139534883721,0.0767381767922601,67,Baltimore City,14,0.23333333333333334,0.14999999999999997,14,1.1696532435294655,-1.776211734639749,1.7372800709419092,1.1810107299838508,-0.8945380208936955,-0.6865966868886731,-0.6770671436462167,-0.16097967504924082,0.12461090665526806,-0.09371417601337503,0.37711964140973325,-0.32770725462700745,-0.08673925357711484,-0.13289492572365816
2015,ME,23,Maine,2,1328262,0.1506,1.5057,0,0.0,2,1.5057,1,0.7529,0,0.0,2,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Northeast,0,-4.5,30843,43.06526602470577,3.7627167795053684,14.099381878716196,1.0,0.0,0.5,0.0,0.0,3.0,3.0,2.0,0.5,0.5,0.0,0.0,0.0,2.2585905491537064,0.6666666666666666,Presque Isle,4,0.08163265306122448,0.03206997084548104,39,Cumberland,5,0.1724137931034483,0.12009512485136742,11,-0.5833081249710094,1.9327167666021108,-0.5784505252305222,1.7803778635051328,-0.8945380208936955,-0.6865966868886731,-0.3583812878822852,1.2291535772979902,-0.7715516486848214,2.976323463039444,-0.7831026307261829,-0.6520194252146468,-0.4037404865664559,-0.3072830971652169
2015,MI,26,Michigan,16,9931715,0.1611,1.611,2,0.2014,10,1.0069,6,0.6041,1,0.1007,16,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Midwest,0,-4.5,56539,175.661313429668,5.168557785574009,16.111243730071617,0.625,0.125,0.375,0.0625,0.0,13.0,19.0,6.0,0.6428571428571429,0.2857142857142857,0.0,0.0,0.07142857142857142,1.3089380837045768,0.3157894736842105,Detroit,33,0.1774193548387097,0.0404092958723552,111,Wayne,24,0.24,0.08700000000000001,37,0.34261582181609673,0.19415653164498897,0.8688810973772473,1.0311689466035303,-0.5758779000707621,-0.6865966868886731,-0.873160890164576,0.1865536380375669,-0.1741099451247616,0.9876351138554317,-0.1450670637385447,-0.2922164887891149,-0.34455798170007,-0.5002749848683146
2015,MN,27,Minnesota,12,5482032,0.2189,2.189,3,0.5472,5,0.9121,5,0.9121,0,0.0,12,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Midwest,0,-4.5,79627,68.84639632285531,4.231877882815071,15.516986393113493,0.4166666666666667,0.25,0.4166666666666667,0.0,0.0,12.0,15.0,6.0,0.8,0.2,0.0,0.0,0.0,2.188969345673283,0.4,Minneapolis,15,0.14150943396226415,0.04449982200071199,67,Hennepin,14,0.22950819672131148,0.12012899758129533,28,-0.27430625450323143,-0.7717102655534119,2.3162127199850167,1.2809052522373978,-0.8945380208936955,-0.6865966868886731,-0.3961209629128941,-0.23048633766660226,0.4830759287913039,1.464920317659595,-0.38426317657797443,-0.3480708087962901,-0.3155283442033413,-0.3070855707283231
2015,MO,29,Missouri,21,6071732,0.3459,3.4587,2,0.3294,13,2.1411,3,0.4941,2,0.3294,21,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Midwest,0,-4.5,68742,88.32637979692183,4.481038814939457,15.619154460061138,0.6190476190476191,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.0,17.0,24.0,6.0,0.7727272727272727,0.18181818181818182,0.0,0.0,0.045454545454545456,2.7998600728754166,0.25,Kansas City,42,0.16279069767441862,0.06261642930112374,102,Jackson,31,0.2198581560283688,0.08918062471706655,43,-0.11020229633023879,0.16656033743932047,0.5242783300896832,-0.3602190419280174,-0.40896069392541606,-0.6865966868886731,-0.0649744677175955,-0.3189493628159715,0.3690188762934741,0.6147560483834293,-0.24250860201980226,-0.3994439089801946,-0.18695844241107246,-0.4875588255424701
2015,MS,28,Mississippi,8,2988471,0.2677,2.677,1,0.3346,3,1.0039,0,0.0,1,0.3346,8,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-4.5,46923,63.68883063742727,4.154009203992197,14.910272443334549,0.375,0.125,0.0,0.125,0.0,8.0,9.0,2.0,0.625,0.375,0.0,0.0,0.0,2.6769542016636603,0.2222222222222222,Jackson,11,0.08088235294117647,0.0263840830449827,80,Harrison,10,0.136986301369863,0.05835991743291424,31,-0.3255926191173908,-0.9648836249930922,0.8688810973772473,-1.2164578041012775,-0.2572177792478287,-0.6865966868886731,-0.1315982462075757,0.6209702793960766,-0.24879015806976926,0.457318220739695,-0.7881003825395588,-0.8406217472157296,-0.44409208352883617,-0.6672876075255181
2015,MT,30,Montana,4,1030475,0.3882,3.8817,0,0.0,2,1.9409,0,0.0,0,0.0,4,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,West,0,-4.5,145546,7.080064034738158,1.9572829521192696,13.845530418950442,0.5,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.25,0.75,0.0,0.0,0.0,3.8817050389383536,0.0,Billings,17,0.2463768115942029,0.09514807813484562,34,Yellowstone,11,0.3235294117647059,0.14359861591695502,15,-1.7724144377759625,-0.38536354667405165,-0.5784505252305222,-1.2164578041012775,-0.8945380208936955,-0.6865966868886731,0.5214629308286092,2.4455201731018175,-1.8170746299149256,-0.8021844004101795,0.3142588051197804,0.15246193023859855,0.0439120967763138,-0.17022414577185999
2015,NC,37,North Carolina,23,10031646,0.2293,2.2927,0,0.0,15,1.4953,6,0.5981,1,0.0997,23,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,South,0,-4.5,48618,206.33604837714427,5.329506142462115,16.121255254150896,0.6521739130434783,0.0,0.2608695652173913,0.043478260869565216,0.0,25.0,29.0,10.0,0.6428571428571429,0.35714285714285715,0.0,0.0,0.0,2.492113457751599,0.3448275862068966,Charlotte,29,0.09385113268608414,0.018422513379625267,166,Mecklenburg,22,0.1286549707602339,0.0381997879689477,64,0.44862065251560657,0.3201391573665196,-0.5784505252305222,0.3471086311716322,-0.6728614151038288,-0.6865966868886731,-0.23179515833964942,0.5340869511243748,-0.1741099451247616,1.152216218615488,-0.7017152937523707,-0.8849745427833915,-0.5005937349149678,-0.7848499814118034
2015,ND,38,North Dakota,1,754066,0.1326,1.3261,0,0.0,1,1.3261,0,0.0,0,0.0,1,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Midwest,0,-4.5,69001,10.928334371965624,2.391358900087788,13.533235176315788,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.326143865391093,0.0,Bismarck,3,0.1111111111111111,0.0699588477366255,18,Cass,3,0.2,0.12000000000000002,10,-1.4865205755160213,1.9327167666021108,-0.5784505252305222,-1.2164578041012775,-0.8945380208936955,-0.6865966868886731,-0.8638341250838873,-1.203579614309664,-2.8625976111450298,-0.8021844004101795,-0.586746515036211,-0.5051610838164705,-0.13485078221198263,-0.30783781103063723
2015,NE,31,Nebraska,8,1891277,0.423,4.2299,1,0.5287,5,2.6437,1,0.5287,0,0.0,8,0,Census PEP Vintage 2019,https://www2.census.gov/programs-surveys/popest/datasets/2010-2019/national/totals/nst-est2019-alldata.csv,Midwest,0,-4.5,76824,24.61830938248464,3.203490449937296,14.452762820255105,0.625,0.125,0.125,0.0,0.0,6.0,8.0,0.0,0.625,0.25,0.0,0.0,0.125,3.1724596661409197,0.0,Omaha,20,0.4166666666666667,0.21093750000000008,21,Douglas,13,0.5652173913043478,0.36105860113421545,8,-0.9516293277142268,0.19415653164498897,0.8688810973772473,-0.4672488871996749,-0.8945380208936955,-0.6865966868886731,0.13700117854268745,0.012786981494163109,-0.24879015806976926,-0.8021844004101795,1.4485601456733053,1.4391156533898202,0.8656462300457448,1.0978784293188275
