agency_id,agency_name,agency_type,agency_state_abbr,agency_state_fips,agency_state_name,ori_codes,ori_code_count,agency_total_shootings_original
1935,Meridian Police Department,local_police,MS,28,Mississippi,MS03801,1,4
2066,Merrillville Police Department,local_police,IN,18,Indiana,IN04514,1,1
768,Merrimack Police Department,local_police,NH,33,New Hampshire,NH00640,1,1
2361,Mesa County Sheriff's Department,sheriff,AZ,04,Arizona,CO03900,1,2
2439,Mesa County Sheriff's Office,sheriff,CO,08,Colorado,CO03900,1,3
319,Mesa Police Department,local_police,AZ,04,Arizona,AZ00717,1,38
17418,Mescalero Agency,local_police,NM,35,New Mexico,NM01904,1,1
892,Mesquite Police Department,local_police,TX,48,Texas,TX05718,1,8
3366,Metropolitan Nashville Police Department,local_police,TN,47,Tennessee,NC03900,1,10
882,Metropolitan Police Department,local_police,DC,11,District of Columbia,DCMPD00,1,22
202,Metro Transit Police Department,local_other,DC,11,District of Columbia,DCMTP00,1,2
2469,Mexico Beach Police Department,local_police,FL,12,Florida,FL00304,1,1
630,Miami Beach Police Department,local_police,FL,12,Florida,FL01307,1,6
219,Miami-Dade Police Department,local_police,FL,12,Florida,FL01300,1,48
346,Miami Gardens Police Department,local_police,FL,12,Florida,FL01397,1,3
957,Miami Police Department,local_police,FL,12,Florida,FL01306,1,10
17467,Miami Police Department,local_police,OK,40,Oklahoma,OK05802,1,1
3214,Miami Shores Police Department,local_police,FL,12,Florida,FL01308,1,1
1994,Miami Township Police Department (Clermont Co.),local_police,OH,39,Ohio,OH01315,1,1
3592,Miami Township Police Department (Montgomery Co.),local_police,OH,39,Ohio,OH05707,1,2
1392,Michigan Department of Corrections.,state_other,MI,26,Michigan,,0,1
479,Michigan State Police,state_police,MI,26,Michigan,MI01001;MI02002;MI03003;MI04004;MI05005;MI06006;MI07007;MI08008;MI09009;MI10010;MI11011;MI12012;MI13013;MI14014;MI15015;MI16016;MI17017;MI18018;MI19019;MI20020;MI21021;MI22022;MI23023;MI24024;MI25025;MI26026;MI27027;MI28028;MI29029;MI30030;MI31031;MI32032;MI33001;MI33033;MI34034;MI35035;MI36036;MI37037;MI38038;MI39039;MI40040;MI41041;MI42042;MI43043;MI44044;MI45045;MI46046;MI47047;MI48048;MI49049;MI50050;MI51051;MI52052;MI53053;MI54054;MI55055;MI56056;MI57057;MI58058;MI59059;MI60060;MI61061;MI62062;MI63063;MI64064;MI65065;MI66066;MI67067;MI68068;MI69069;MI70070;MI71071;MI72072;MI73073;MI74074;MI75075;MI76076;MI77077;MI78078;MI79079;MI80080;MI81081;MI82082;MI83083,84,33
3233,Middlesboro Police Department,local_police,KY,21,Kentucky,KY00701,1,2
3367,Middlesex County Sheriff's Office,sheriff,NJ,34,New Jersey,NJ01200,1,1
17550,Middleton Police Department,local_police,WI,55,Wisconsin,WI01302,1,1
1371,Middletown Police Department,local_police,NY,36,New York,NY03501,1,1
17557,Middletown Police Department,local_police,OH,39,Ohio,OH00903,1,2
3121,Middletown Township Police Department,local_police,NJ,34,New Jersey,NJ01331,1,1
2411,Midland County Sheriff's Office,sheriff,TX,48,Texas,TX16500,1,4
562,Midland Police Department,local_police,TX,48,Texas,TX16501,1,6
2333,Midlothian Police Department,local_police,IL,17,Illinois,IL01670,1,1
1685,Midlothian Police Department,local_police,TX,48,Texas,TX07005,1,2
884,Midwest City Police Department,local_police,OK,40,Oklahoma,OK05504,1,2
3602,Milam County Sheriff's Department,sheriff,TX,48,Texas,TX16600,1,2
972,Milan Police Department,local_police,TN,47,Tennessee,TN02702,1,1
2676,Milford Police Department,local_police,DE,10,Delaware,DE00305,1,2
2778,Milford Police Department,local_police,MA,25,Massachusetts,MA01428,1,1
370,Millbrook Police Department,local_police,AL,01,Alabama,AL02906,1,2
1613,Mille Lacs County Sheriff's Office,sheriff,MN,27,Minnesota,MN04800,1,1
1323,Mills Police Department,local_police,WY,56,Wyoming,WY01302,1,1
2045,Millville Police Department,local_police,NJ,34,New Jersey,NJ00610,1,2
2847,Milpitas Police Department,local_police,CA,06,California,CA04308,1,2
17711,Milton Police Department,local_police,GA,13,Georgia,GA06057,1,2
1773,Milwaukee County Sheriff's Department,sheriff,WI,55,Wisconsin,WI04100,1,3
253,Milwaukee Police Department,local_police,WI,55,Wisconsin,WIMPD00,1,20
17735,Mineola Police Department,local_police,TX,48,Texas,TX25003,1,1
704,Mineral County Sheriff's Office,sheriff,MT,30,Montana,MT03100,1,3
3315,Mingo County Sheriff's Office,sheriff,WV,54,West Virginia,WV03000,1,1
109,Minneapolis Police Department,local_police,MN,27,Minnesota,MN02711,1,13
3246,Minnehaha County Sheriff's Office,sheriff,SD,46,South Dakota,SD04900,1,3
1205,Minnesota Department of Natural Resources,state_other,MN,27,Minnesota,MNCON00,1,1
3442,Minnesota State Patrol,state_police,MN,27,Minnesota,MNMHP00,1,2
17786,Minot Police Department,local_police,ND,38,North Dakota,ND05102,1,1
2645,Miramar Police Department,local_police,FL,12,Florida,FL00622,1,2
3355,Mishawaka Police Department,local_police,IN,18,Indiana,IN07101,1,2
17797,Mission Police Department,local_police,KS,20,Kansas,KS04604,1,1
1123,Mission Police Department,local_police,TX,48,Texas,TX10810,1,5
1120,Mississippi Bureau of Narcotics,state_other,MS,28,Mississippi,MS0250500,1,1
3587,Mississippi Capitol Police,state_police,MS,28,Mississippi,MS02519,1,1
2258,Mississippi County Sheriff's Department,sheriff,AR,05,Arkansas,AR04700,1,1
854,Mississippi Highway Patrol,state_police,MS,28,Mississippi,MSMHP00,1,5
3208,Missoula County Sheriff's Office,sheriff,MT,30,Montana,MT03200,1,3
2337,Missoula Police Department,local_police,MT,30,Montana,MT03201,1,6
2291,Missouri City Police Department,local_police,TX,48,Texas,TX07901,1,3
1264,Missouri Highway Patrol,state_police,MO,29,Missouri,MOMHP00;MOMHPAA;MOMHPBB;MOMHPCC;MOMHPDD;MOMHPEE;MOMHPFF;MOMHPGG;MOMHPHH;MOMHPII;MOMHPWP,11,10
1066,Missouri State Highway Patrol,state_police,MO,29,Missouri,MOMHP00;MOMHPAA;MOMHPBB;MOMHPCC;MOMHPDD;MOMHPEE;MOMHPFF;MOMHPGG;MOMHPHH;MOMHPII;MOMHPWP,11,8
223,Missouri University Police Department,local_other,MO,29,Missouri,MO01004,1,1
17971,Mitchell Police,local_police,IN,18,Indiana,IN04702,1,1
764,Mitchell Police Department,local_police,SD,46,South Dakota,SD01701,1,1
2683,Mobile County Sheriff's Department,sheriff,AL,01,Alabama,AL00200,1,6
1307,Mobile Police Department,local_police,AL,01,Alabama,AL00201,1,8
2742,Mocksville Police Department,local_police,NC,37,North Carolina,NC03001,1,1
867,Modesto Police Department,local_police,CA,06,California,CA05002,1,9
340,Moffat County Sheriff's Office,sheriff,CO,08,Colorado,CO04100,1,3
1504,Mohave County Sheriff's Deputy,sheriff,AZ,04,Arizona,AZ00800,1,6
1878,Monett Police Department,local_police,MO,29,Missouri,MO00502,1,1
3266,Monmouth County Sheriff's Office,sheriff,NJ,34,New Jersey,NJ01300,1,1
554,Monmouth County SWAT Team,local_other,NJ,34,New Jersey,NJ01300,1,1
3521,Monongahela Police Department,local_police,PA,42,Pennsylvania,PA06303,1,1
564,Monongalia County Sheriff's Office,sheriff,WV,54,West Virginia,WV03100,1,5
2325,Monroe County Sheriff's Department,sheriff,GA,13,Georgia,GA10200,1,2
1801,Monroe County Sheriff's Department,sheriff,IL,17,Illinois,IL06700,1,1
886,Monroe County Sheriff's Department,sheriff,MS,28,Mississippi,MS04800,1,2
2620,Monroe County Sheriff's Department,sheriff,WI,55,Wisconsin,WI04200,1,1
3536,Monroe County Sheriff's Office,sheriff,FL,12,Florida,FL04400,1,2
2265,Monroe County Sheriff's Office,sheriff,IN,18,Indiana,IN05300,1,1
18044,Monroe County Sheriff's Office,sheriff,MI,26,Michigan,MI58158,1,1
18046,Monroe County Sheriff's Office,sheriff,NY,36,New York,NY02700,1,1
3398,Monroe County Sheriff's Office,sheriff,TN,47,Tennessee,TN06200,1,2
18050,Monroe County Sheriff's Office Department,sheriff,AL,01,Alabama,AL05100,1,1
3358,Monroe Police Department,local_police,OH,39,Ohio,OH00905,1,1
828,Monroe Police Department,local_police,WI,55,Wisconsin,WI02301,1,1
18069,Monroeville Police Department,local_police,AL,01,Alabama,AL05101,1,1
1418,Montague County Sheriff's Office,sheriff,TX,48,Texas,TX16900,1,1
1742,Montana Highway Patrol,state_police,MT,30,Montana,MTMHP00,1,4
3586,Montana Violent Offenders Task Force,state_police,MT,30,Montana,,0,1
1602,Monteagle Police Department,local_police,TN,47,Tennessee,TN03104,1,2
1778,Montebello Police Department,local_police,CA,06,California,CA01947,1,2
18108,Monterey County Sheriff's Office,sheriff,CA,06,California,CA02700,1,2
3330,Monterey Park Police Department,local_police,CA,06,California,CA01948,1,2
841,Monterey Police Department,local_police,CA,06,California,CA02706,1,1
2698,Montesano Police Department,local_police,WA,53,Washington,WA01405,1,1
18105,Monte Vista Police Department,local_police,CO,08,Colorado,CO05301,1,1
1868,Montezuma County Sheriff's Department,sheriff,CO,08,Colorado,CO04200,1,2
2069,Montezuma County Sheriff's Department,sheriff,UT,49,Utah,CO04200,1,1
2628,Montgomery County Constable's Office,local_police,TX,48,Texas,TX17002,1,1
1700,Montgomery County Police Department,local_police,MD,24,Maryland,MD01604,1,13
1148,Montgomery County Sheriff's Office,sheriff,AR,05,Arkansas,AR04900,1,1
18131,Montgomery County Sheriff's Office,sheriff,GA,13,Georgia,GA10300,1,1
3020,Montgomery County Sheriff's Office,sheriff,MD,24,Maryland,MD01600,1,1
670,Montgomery County Sheriff's Office,sheriff,OH,39,Ohio,OH05700,1,5
575,Montgomery County Sheriff's Office,sheriff,TX,48,Texas,TX17000,1,11
2281,Montgomery County Sheriff's Office,sheriff,VA,51,Virginia,VA06000,1,4
1131,Montgomery Police Department,local_police,AL,01,Alabama,AL00301,1,5
2393,Montgomery Police Department,local_police,WV,54,West Virginia,WV01003,1,1
18165,Monticello Police Department,local_police,KY,21,Kentucky,KY11601,1,1
2023,Montpelier Police Department,local_police,VT,50,Vermont,VT01202,1,2
1527,Montrose County Sheriff's Office,sheriff,CO,08,Colorado,CO04300,1,1
1636,Montville Police Department,local_police,CT,09,Connecticut,CT00086,1,1
2257,Moore County Sheriff's Department,sheriff,NC,37,North Carolina,NC06300,1,2
18210,Moore Police Department,local_police,OK,40,Oklahoma,OK01401,1,1
2875,Mooresville Police Department,local_police,NC,37,North Carolina,NC04901,1,2
2100,Moorhead Police Department,local_police,ND,38,North Dakota,ND00903,1,1
1916,Moraine Police Department,local_police,OH,39,Ohio,OH05709,1,3
18235,Morehouse Parish Sheriff's Office,sheriff,LA,22,Louisiana,LA03400,1,1
650,Moreno Valley Police Department,local_police,CA,06,California,CA03332,1,1
18243,Morgan County Sheriff's Office,sheriff,AL,01,Alabama,AL05200,1,1
18249,Morgan County Sheriff's Office,sheriff,MO,29,Missouri,MO07100,1,1
28847,Morongo Tribal Police Department,local_other,CA,06,California,,0,1
3155,Morrill County Sheriff's Office,sheriff,NE,31,Nebraska,NB06200,1,1
18282,Morris County Sheriff's Office,sheriff,NJ,34,New Jersey,NJ01400,1,1
3545,Morris Plains Police Department,local_police,NJ,34,New Jersey,NJ01423,1,1
18285,Morris Police Department,local_police,IL,17,Illinois,IL03204,1,1
625,Morristown Police Department,local_police,TN,47,Tennessee,TN03201,1,3
18315,Morton County Sheriff's Office,sheriff,ND,38,North Dakota,ND03000,1,1
2743,Moses Lake Police Department,local_police,WA,53,Washington,WA01302,1,1
2544,Moss Point Police Department,local_police,MS,28,Mississippi,MS03001,1,2
3280,Mounds View Police Department,local_police,MN,27,Minnesota,MN06205,1,1
1750,Mountain Home Police Department,local_police,ID,16,Idaho,ID02002,1,1
1046,Mountain Pine Police Department,local_police,AR,05,Arkansas,AR02603,1,1
970,Mountain View Police Department,local_police,CO,08,Colorado,CO03009,1,1
2586,Mountain View Police Department,local_police,MO,29,Missouri,MO04601,1,1
2868,Mount Airy Police Department,local_police,NC,37,North Carolina,NC08602,1,2
18367,Mount Carmel Police Department,local_police,IL,17,Illinois,IL09301,1,1
2419,Mount Holly Police Department,local_police,NC,37,North Carolina,NC03609,1,1
18386,Mount Horeb Police Department,local_police,WI,55,Wisconsin,WI01304,1,1
3617,Mount Juliet Police Department,local_police,TN,47,Tennessee,TN09503,1,1
3322,Mount Pleasant Police Department,local_police,TX,48,Texas,TX22501,1,1
18414,Mount Pleasant Police Department,local_police,WI,55,Wisconsin,WI05207,1,2
18416,Mount Pleasant Township Police Department,local_police,PA,42,Pennsylvania,PA06340,1,1
3437,Mount Shasta Police Department,local_police,CA,06,California,CA04706,1,2
1608,Mower County Sheriff's Department,sheriff,MN,27,Minnesota,MN05000,1,1
1648,Mt. Pleasant Police Department,local_police,TN,47,Tennessee,TN06002,1,1
3072,Muhlenberg Township Police Department,local_police,PA,42,Pennsylvania,PA00613,1,1
1995,Mulberry Police Department,local_police,AR,05,Arkansas,AR01703,1,1
3297,Multnomah County Sheriff's Office,sheriff,OR,41,Oregon,OR02600,1,1
692,Muncie Police Department,local_police,IN,18,Indiana,IN01801,1,7
18530,Murfreesboro Police Department,local_police,TN,47,Tennessee,TN07501,1,1
2616,Murray Police Department,local_police,KY,21,Kentucky,KY01801,1,1
3168,Murray Police Department,local_police,UT,49,Utah,UT01802,1,1
3151,Murrieta Police Department,local_police,CA,06,California,CA03342,1,1
831,Muscle Shoals Police Department,local_police,AL,01,Alabama,AL02003,1,2
18546,Muscogee County Sheriff's Office,sheriff,GA,13,Georgia,GA10600,1,1
18547,Muscogee (Creek) Nation Lighthorse Tribal Police,local_police,OK,40,Oklahoma,OK05617,1,2
18551,Muskegon County Sheriff's Office,sheriff,MI,26,Michigan,MI61161,1,1
18553,Muskegon Police Department,local_police,MI,26,Michigan,MI61603,1,1
879,Muskingum County Sheriff's Office,sheriff,OH,39,Ohio,OH06000,1,1
18555,Muskogee County Sheriff's Office,sheriff,OK,40,Oklahoma,OK05100,1,1
125,Muskogee Police Department,local_police,OK,40,Oklahoma,OK05101,1,5
2835,Mustang Police Department,local_police,OK,40,Oklahoma,OK00905,1,2
1198,Myrtle Beach Police Department,local_police,SC,45,South Carolina,SC02606,1,4
1258,Nacogdoches County Sheriff's Department,sheriff,TX,48,Texas,TX17400,1,2
2129,Nampa Police Department,local_police,ID,16,Idaho,ID01402,1,6
2791,Napa County Sheriff's Office,sheriff,CA,06,California,CA02800,1,2
282,Napa Police Department,local_police,CA,06,California,CA02802,1,5
3483,Naperville Police Department,local_police,IL,17,Illinois,IL02214,1,1
2394,Nash County Sheriff's Department,sheriff,NC,37,North Carolina,NC06400,1,1
18609,Nashua Police Department,local_police,NH,33,New Hampshire,NH00646,1,2
450,Nashville Police Department,local_police,TN,47,Tennessee,TN01901,1,14
2101,Nassau County Police Department,local_police,NY,36,New York,NY02900,1,6
1761,Nassau County Sheriff's Office,sheriff,FL,12,Florida,FL04500,1,8
3318,National City Police Department,local_police,CA,06,California,CA03709,1,1
1843,National Park Service,federal,US,,,,0,3
433,National Security Agency Police Department,federal,MD,24,Maryland,,0,1
1325,Natrona County Sheriff's Department,sheriff,WY,56,Wyoming,WY01300,1,2
570,Navajo Nation Police Department,other,AZ,04,Arizona,AZ00189,1,8
1653,Navajo Nation Police Department,other,NM,35,New Mexico,AZ00189,1,3
342,N.C. Alcohol Law Enforcement,state_other,NC,37,North Carolina,,0,1
2738,Nebraska State Patrol,state_police,NE,31,Nebraska,NBNSP00;NBNSP09;NBNSP10;NBNSP11;NBNSP12;NBNSP13;NBNSP14;NBNSP15;NBNSP16;NBNSP17;NBNSP18;NBNSP19;NBNSP20;NBNSP21;NBNSP22;NBNSP23;NBNSP24;NBNSP25;NBNSP26;NBNSP27;NBNSP28;NBNSP29;NBNSP30;NBNSP31;NBNSP32;NBNSP33;NBNSP34;NBNSP35;NBNSP36;NBNSP37;NBNSP38;NBNSP39;NBNSP40;NBNSP41;NBNSP42;NBNSP43;NBNSP44;NBNSP45;NBNSP46;NBNSP47;NBNSP48;NBNSP49;NBNSP50;NBNSP51;NBNSP52;NBNSP53;NBNSP54;NBNSP55;NBNSP56;NBNSP57;NBNSP58;NBNSP59;NBNSP60;NBNSP61;NBNSP62;NBNSP63;NBNSP64;NBNSP65;NBNSP66;NBNSP67;NBNSP68;NBNSP69;NBNSP70;NBNSP71;NBNSP72;NBNSP73;NBNSP74;NBNSP75;NBNSP76;NBNSP77;NBNSP78;NBNSP79;NBNSP80;NBNSP81;NBNSP82;NBNSP83;NBNSP84;NBNSP85;NBNSP86;NBNSP87;NBNSP88;NBNSP89;NBNSP90;NBNSP91;NBNSP92;NBNSP93,86,6
2935,Nederland Police Department,local_police,TX,48,Texas,TX12305,1,1
2508,Neenah Police Department,local_police,WI,55,Wisconsin,WI07102,1,3
1765,Nelson County Sheriff's Office,sheriff,KY,21,Kentucky,KY09000,1,1
1815,Neosho Police Department,local_police,MO,29,Missouri,MO07303,1,1
1947,Neshoba County Sheriff's Department,sheriff,MS,28,Mississippi,MS05000,1,1
18758,Ness County Sheriff's Office,sheriff,KS,20,Kansas,KS06800,1,1
994,Nevada County Sheriff's Department,sheriff,CA,06,California,CA02900,1,4
1420,Nevada Highway Patrol,state_police,NV,32,Nevada,NV01399,1,10
18788,Nevada State Park,state_other,NV,32,Nevada,,0,1
2451,New Albany Police Department,local_police,IN,18,Indiana,IN02201,1,1
1064,Newark Police Department,local_police,CA,06,California,CA00108,1,3
1473,Newark Police Department,local_police,NJ,34,New Jersey,NJNPD00,1,11
3324,New Berlin Police Department,local_police,WI,55,Wisconsin,WI06804,1,1
3198,Newberry County Sheriff's Office,sheriff,SC,45,South Carolina,SC03600,1,2
3472,New Boston Police Department,local_police,NH,33,New Hampshire,NH00648,1,1
2486,New Boston Police Department,local_police,TX,48,Texas,TX01904,1,1
1987,New Britain Police Department,local_police,CT,09,Connecticut,CT00089,1,2
2789,Newburgh Police Department,local_police,NY,36,New York,NY03502,1,1
2729,Newbury Police Department,local_police,MA,25,Massachusetts,MA00522,1,1
18845,New Carrolton Police Department,local_police,MD,24,Maryland,MD01739,1,1
1706,New Castle County Police Department,local_police,DE,10,Delaware,DE00203,1,3
1894,New Castle Police Department,local_police,IN,18,Indiana,IN03302,1,3
790,New Castle Police Department,local_police,SD,46,South Dakota,SD04000,1,1
1998,New Hampshire State Police,state_police,NH,33,New Hampshire,NH00101;NH00201;NH00301;NH00401;NH00501;NH00601;NH00701;NH00801;NH00901;NH01001;NH304SP;NHNSP00,12,9
2204,New Hanover County Sheriff's Office,sheriff,NC,37,North Carolina,NC06500,1,3
18923,New Haven Police,local_police,IN,18,Indiana,IN00202,1,1
18924,New Haven Police Department,local_police,CT,09,Connecticut,CT00093,1,1
1953,New Hope Police Department,local_police,MN,27,Minnesota,MN02714,1,2
576,New Jersey State Police,state_police,NJ,34,New Jersey,NJ001SP;NJ002SP;NJ003SP;NJ004SP;NJ005SP;NJ006SP;NJ007SP;NJ008SP;NJ009SP;NJ010SP;NJ011SP;NJ012SP;NJ013SP;NJ014SP;NJ015SP;NJ016SP;NJ017SP;NJ018SP;NJ019SP;NJ020SP;NJ021SP;NJNSP00;NJNSP22,23,7
2754,New Kensington Police Department,local_police,PA,42,Pennsylvania,PA06510,1,1
1416,New London Police Department,local_police,WI,55,Wisconsin,WI06902,1,1
1659,Newman Police Department,local_police,CA,06,California,CA05003,1,1
81,New Mexico State Police,state_police,NM,35,New Mexico,NMNSP00,1,27
1858,New Milford Police Department,local_police,CT,09,Connecticut,CT00096,1,1
3341,Newnan Police Department,local_police,GA,13,Georgia,GA03801,1,2
145,New Orleans Police Department,local_police,LA,22,Louisiana,LANPD00,1,9
1109,New Paltz Police Department,local_police,NY,36,New York,NY05527,1,1
1718,Newport Beach Police Department,local_police,CA,06,California,CA03014,1,1
626,Newport News Police Department,local_police,VA,51,Virginia,VA11600,1,9
2949,New Port Richey Police Department,local_police,FL,12,Florida,FL05102,1,1
19077,New Richmond Police Department,local_police,WI,55,Wisconsin,WI05602,1,1
2833,New Rochelle Police Department,local_police,NY,36,New York,NY05904,1,2
3555,New Straitsville Police Department,local_police,OH,39,Ohio,OH06403,1,1
643,Newton County Sheriff's Office,sheriff,GA,13,Georgia,GA10700,1,3
19368,Newton County Sheriff's Office,sheriff,IN,18,Indiana,IN05600,1,1
2699,Newton County Sheriff's Office,sheriff,MO,29,Missouri,MO07300,1,1
1668,Newton Police Department,local_police,KS,20,Kansas,KS04001,1,2
3000,Newton Police Department,local_police,MA,25,Massachusetts,MA00933,1,1
19379,Newton Police Department,local_police,NC,37,North Carolina,NC01804,1,1
3176,Newton Police Department,local_police,NJ,34,New Jersey,NJ01915,1,1
19391,Newtown Township Police Department,local_police,PA,42,Pennsylvania,PA00912;PA02323,2,1
2140,New Wilmington Borough Police Department,local_police,PA,42,Pennsylvania,PA03706,1,2
19212,New York Metropolitan Transportation Authority Police Department,local_other,NY,36,New York,,0,1
298,New York Police Department,local_police,NY,36,New York,NY03030,1,86
1234,New York State Police,state_police,NY,36,New York,NY11304;NY15103;NY301SG;NY301SP;NY301ST;NY302SA;NY302SP;NY303SC;NY303SP;NY304SA;NY304SP;NY305SE;NY305SP;NY305ST;NY306SA;NY306SP;NY306ST;NY307SE;NY307SP;NY308SC;NY308SP;NY309SB;NY309SP;NY310SK;NY310SP;NY310ST;NY311SC;NY311SP;NY312SC;NY312SP;NY313SK;NY313SP;NY313ST;NY314SA;NY314SP;NY314ST;NY315SB;NY315SP;NY316SB;NY316SP;NY317SG;NY317SP;NY318SA;NY318SP;NY318ST;NY319SF;NY319ST;NY320SB;NY320SG;NY320SP;NY321SD;NY321SP;NY321ST;NY322SD;NY322SP;NY323SP;NY324SD;NY324SP;NY325SE;NY325SP;NY326SD;NY326SP;NY326ST;NY327SE;NY327SP;NY327ST;NY328SG;NY328SP;NY328ST;NY329SL;NY329SP;NY329SS;NY330SP;NY330SS;NY331SA;NY331ST;NY332SD;NY332SP;NY332ST;NY333SD;NY333SP;NY333ST;NY334SE;NY334SP;NY334ST;NY335SF;NY335SP;NY335ST;NY336SA;NY336SP;NY336ST;NY337SD;NY337SP;NY337ST;NY338SC;NY338SP;NY339SK;NY339SP;NY339ST;NY340SP;NY341SG;NY341SP;NY341ST;NY342SP;NY343SF;NY343SP;NY343ST;NY344SB;NY344SP;NY345SG;NY345ST;NY346SG;NY346SP;NY346ST;NY347SG;NY347SP;NY348SE;NY348SP;NY349SE;NY349SP;NY349ST;NY350SE;NY350SP;NY351SK;NY351SL;NY351SP;NY352SF;NY352SP;NY353SC;NY353SP;NY354SC;NY354SP;NY355SF;NY355SP;NY355ST;NY356SG;NY356SP;NY357SG;NY357SP;NY357ST;NY358SE;NY358SP;NY358ST;NY359SK;NY359SP;NY359ST;NY360SA;NY360SP;NY361SE;NY361SP;NY362SP,151,21
19401,Niagara Falls Police Department,local_police,NY,36,New York,NY03102,1,1
19403,Niangua Police Department,local_police,MO,29,Missouri,MO11305,1,1
2592,Nicholas County Sheriff's Department,sheriff,WV,54,West Virginia,WV03400,1,4
2561,Nicholasville Police Department,local_police,KY,21,Kentucky,KY05701,1,2
19410,Nicholls Police Department,local_police,GA,13,Georgia,GA03404,1,1
2368,Niles Police Department,local_police,OH,39,Ohio,OH07806,1,1
688,Nitro Police Department,local_police,WV,54,West Virginia,WV02004,1,2
3560,Nixa Police Department,local_police,MO,29,Missouri,MO02202,1,3
2356,Noble County Sheriff's Department,sheriff,OK,40,Oklahoma,OK05200,1,1
328,Nocona Police Department,local_police,TX,48,Texas,TX16902,1,1
3108,Nogales Police Department,local_police,AZ,04,Arizona,AZ01201,1,3
2238,Nokomis Police Department,local_police,IL,17,Illinois,IL06803,1,1
1027,Norfolk Police Department,local_police,VA,51,Virginia,VA11700,1,11
3213,Normal Police Department,local_police,IL,17,Illinois,IL05702,1,1
3412,Norman Police Department,local_police,OK,40,Oklahoma,OK01402,1,1
1428,Northampton County Sheriff's Office,sheriff,NC,37,North Carolina,NC06600,1,1
19732,Northampton Township Police Department,local_police,PA,42,Pennsylvania,PA00913,1,1
2710,North Aurora Police Department,local_police,IL,17,Illinois,IL04510,1,2
2328,North Bend Police Department,local_police,OR,41,Oregon,OR00606,1,1
3134,North Bergen Township Police Department,local_police,NJ,34,New Jersey,NJ00908,1,1
19512,North Branch Police Department,local_police,MN,27,Minnesota,MN01305,1,1
19551,North Carolina Department of Public Safety,local_other,NC,37,North Carolina,NC07409;NC09216,2,1
3026,North Carolina State Bureau of Investigation,state_police,NC,37,North Carolina,NC001BI;NC002BI;NC003BI;NC004BI;NC005BI;NC006BI;NC007BI;NC008BI;NC009BI;NC010BI;NC011BI;NC012BI;NC013BI;NC014BI;NC015BI;NC016BI;NC017BI;NC018BI;NC019BI;NC020BI;NC021BI;NC022BI;NC023BI;NC024BI;NC025BI;NC026BI;NC027BI;NC028BI;NC029BI;NC030BI;NC031BI;NC032BI;NC033BI;NC034BI;NC035BI;NC036BI;NC037BI;NC038BI;NC039BI;NC040BI;NC041BI;NC042BI;NC043BI;NC044BI;NC045BI;NC046BI;NC047BI;NC048BI;NC049BI;NC050BI;NC051BI;NC052BI;NC053BI;NC054BI;NC055BI;NC056BI;NC057BI;NC058BI;NC059BI;NC060BI;NC061BI;NC062BI;NC063BI;NC064BI;NC065BI;NC066BI;NC067BI;NC068BI;NC069BI;NC070BI;NC071BI;NC072BI;NC073BI;NC074BI;NC075BI;NC076BI;NC077BI;NC078BI;NC079BI;NC080BI;NC081BI;NC082BI;NC083BI;NC084BI;NC085BI;NC086BI;NC087BI;NC088BI;NC089BI;NC090BI;NC091BI;NC092BI;NC093BI;NC094BI;NC095BI;NC096BI;NC098BI;NC099BI;NC100BI;NCBCI00,100,2
1199,North Carolina State Highway Patrol,state_police,NC,37,North Carolina,NCNHP00,1,12
19591,North Carolina State Police,state_police,NC,37,North Carolina,NC001SP;NC002SP;NC00302;NC003SP;NC004SP;NC005SP;NC006SP;NC007SP;NC008SP;NC009SP;NC010SP;NC011SP;NC012SP;NC013SP;NC014SP;NC015SP;NC016SP;NC017SP;NC018SP;NC019SP;NC020SP;NC021SP;NC022SP;NC023SP;NC024SP;NC025SP;NC026SP;NC027SP;NC028SP;NC029SP;NC030SP;NC031SP;NC032SP;NC033SP;NC034SP;NC035SP;NC036SP;NC037SP;NC038SP;NC039SP;NC040SP;NC041SP;NC042SP;NC043SP;NC044SP;NC045SP;NC046SP;NC047SP;NC048SP;NC049SP;NC050SP;NC051SP;NC052SP;NC053SP;NC054SP;NC055SP;NC056SP;NC057SP;NC058SP;NC059SP;NC060SP;NC061SP;NC062SP;NC063SP;NC064SP;NC065SP;NC066SP;NC067SP;NC068SP;NC069SP;NC070SP;NC071SP;NC072SP;NC073SP;NC074SP;NC075SP;NC076SP;NC077SP;NC078SP;NC079SP;NC080SP;NC081SP;NC082SP;NC083SP;NC084SP;NC085SP;NC086SP;NC087SP;NC089SP;NC090SP;NC091SP;NC092SP;NC093SP;NC094SP;NC095SP;NC096SP;NC097SP;NC098SP;NC099SP;NC100SP,100,1
76,North Charleston Police Department,local_police,SC,45,South Carolina,SC01008,1,8
3290,North County Police Cooperative,local_police,MO,29,Missouri,,0,1
3249,North Dakota Highway Patrol,state_police,ND,38,North Dakota,NDNHP00,1,2
1270,Northern Arizona University Police Department,local_other,AZ,04,Arizona,AZ00397,1,1
28843,Northern Michigan Mutual Aid Task Force Emergency Response Team,local_other,MI,26,Michigan,,0,1
2006,Northern York County Regional Police,local_police,PA,42,Pennsylvania,PA06715,1,2
19640,North Fond Du Lac Police Department,local_police,WI,55,Wisconsin,WI02004,1,1
507,Northglenn Police Department,local_police,CO,08,Colorado,CO00106,1,5
