agency_id,agency_name,agency_type,agency_state_abbr,agency_state_fips,agency_state_name,ori_codes,ori_code_count,agency_total_shootings_original
3145,Abbeville County Sheriff's Office,sheriff,SC,45,South Carolina,SC00100,1,1
2576,Aberdeen Police Department,local_police,WA,53,Washington,WA01401,1,1
2114,Abilene Police Department,local_police,TX,48,Texas,TX22101,1,8
2088,Abington Township Police Department,local_police,PA,42,Pennsylvania,PA04601,1,1
3187,Acadia Parish Sheriff's Office,sheriff,LA,22,Louisiana,LA00100,1,1
3375,Acworth Police Department,local_police,GA,13,Georgia,GA03305,1,1
1241,Ada County Sheriff's Office,sheriff,ID,16,Idaho,ID00100,1,6
1615,Adair County Sheriff's Office,sheriff,OK,40,Oklahoma,OK00100,1,1
1978,Adams County Sheriff's Department,sheriff,CO,08,Colorado,CO00100,1,16
897,Adams County Sheriff's Department,sheriff,ID,16,Idaho,ID00200,1,1
3706,Adams County Sheriff's Office,sheriff,IL,17,Illinois,IL00100,1,1
3708,Adams County Sheriff's Office,sheriff,MS,28,Mississippi,MS00100,1,1
3194,Adams County Sheriff's Office,sheriff,NE,31,Nebraska,NB00100,1,1
3712,Adams County Sheriff's Office,sheriff,WA,53,Washington,WA00100,1,1
3561,Adams County Sheriff's Office,sheriff,WI,55,Wisconsin,WI00100,1,1
2579,Ada Police Department,local_police,OK,40,Oklahoma,OK06201,1,3
3107,Adel Police Department,local_police,GA,13,Georgia,GA03701,1,1
914,Aiken County Sheriff's Office,sheriff,SC,45,South Carolina,SC00200,1,7
1203,Aitkin County Sheriff's Office,sheriff,MN,27,Minnesota,MN00100,1,1
815,Akron Police Department,local_police,OH,39,Ohio,OH07701,1,10
589,Alabama Law Enforcement Agency,state_police,AL,01,Alabama,,0,4
860,Alabama State Police,state_police,AL,01,Alabama,,0,4
3848,Alabama State Troopers,state_police,AL,01,Alabama,ALAST00,1,2
1180,Alachua County Sheriff's Office,sheriff,FL,12,Florida,FL00100,1,6
2168,Alamance County Sheriff's Office,sheriff,NC,37,North Carolina,NC00100,1,3
806,Alameda County Sheriff's Office,sheriff,CA,06,California,CA00100,1,5
1434,Alamogordo Police Department,local_police,NM,35,New Mexico,NM01901,1,2
3879,Alamosa County Sheriff's Office,sheriff,CO,08,Colorado,CO00200,1,1
2354,Alamosa Police Department,local_police,CO,08,Colorado,CO00201,1,1
775,Alaska State Troopers,state_police,AK,02,Alaska,AKASP00;AKAST01,2,33
3888,Alaska Wildlife Troopers,state_other,AK,02,Alaska,,0,1
958,Albany County Sheriff's Office,sheriff,WY,56,Wyoming,WY00100,1,2
1443,Albany Police Department,local_police,GA,13,Georgia,GA04701,1,2
2237,Albany Police Department,local_police,NY,36,New York,NY00101,1,1
3901,Albany Police Department,local_police,OR,41,Oregon,OR02201,1,1
3551,Albemarle County Police Department,local_police,VA,51,Virginia,VA00203,1,1
2370,Albert Lea Police Department,local_police,MN,27,Minnesota,MN02401,1,1
3452,Albertville Police Department,local_police,AL,01,Alabama,AL05001,1,1
3498,Albion Department of Public Safety,local_police,MI,26,Michigan,MI13207,1,1
508,Albuquerque Police Department,local_police,NM,35,New Mexico,NM00101,1,54
3165,Alcorn County Sheriff's Office,sheriff,MS,28,Mississippi,MS00200,1,2
3949,Alexander County Sheriff's Office,sheriff,NC,37,North Carolina,NC00200,1,1
793,Alexandria Police Department,local_police,LA,22,Louisiana,LA04001,1,3
2924,Alexandria Police Department,local_police,VA,51,Virginia,VA09900,1,3
1754,Alhambra Police Department,local_police,CA,06,California,CA01901,1,1
3607,Alice Police Department,local_police,TX,48,Texas,TX12501,1,1
3491,Allegan County Sheriff's Office,sheriff,MI,26,Michigan,MI03103,1,1
2149,Alleghany County Sheriff's Office,sheriff,NC,37,North Carolina,NC00300,1,1
3996,Allegheny County Police Department,local_police,PA,42,Pennsylvania,PA00228,1,1
1055,Allegheny County Port Authority,state_other,PA,42,Pennsylvania,PA0022D,1,1
2545,Allegheny County Sheriff's Department,sheriff,PA,42,Pennsylvania,PA00200,1,1
1831,Allen County Sheriff's Department,sheriff,OH,39,Ohio,OH00200,1,3
4003,Allen County Sheriff's Office,sheriff,IN,18,Indiana,IN00200,1,1
2028,Allen County Sheriff's Office,sheriff,KY,21,Kentucky,KY00200,1,2
1555,Allen Police Department,local_police,TX,48,Texas,TX04301,1,4
1746,Allentown Police Department,local_police,PA,42,Pennsylvania,PA03901,1,5
4019,Alliance Police Department,local_police,OH,39,Ohio,OH07601,1,1
4050,Alpharetta Department of Public Safety,local_police,GA,13,Georgia,GA06004,1,1
4066,Altamonte Springs Police Department,local_police,FL,12,Florida,FL05901,1,2
185,Alton Police Department,local_police,IL,17,Illinois,IL06001,1,2
2895,Altoona Police Department,local_police,IA,19,Iowa,IA07708,1,1
4088,Altus Police Department,local_police,OK,40,Oklahoma,OK03301,1,1
1528,Alvin Police Department,local_police,TX,48,Texas,TX02001,1,3
984,Amarillo Police Department,local_police,TX,48,Texas,TX18801,1,23
4105,Amberley Village Police Department,local_police,OH,39,Ohio,OH03102,1,1
4113,Amelia County Sheriff's Office,sheriff,VA,51,Virginia,VA00400,1,2
3547,Amherst County Sheriff's Office,sheriff,VA,51,Virginia,VA00500,1,2
4145,Amory Police Department,local_police,MS,28,Mississippi,MS04802,1,1
1657,Amtrak Police Department,local_police,IL,17,Illinois,,0,2
1651,Anadarko Police Department,local_police,OK,40,Oklahoma,OK00801,1,3
79,Anaheim Police Department,local_police,CA,06,California,CA03001,1,18
3211,Anamosa Police Department,local_police,IA,19,Iowa,IA05301,1,1
208,Anchorage Police Department,local_police,AK,02,Alaska,AK00101,1,20
1707,Anderson County Sheriff's Office,sheriff,KY,21,Kentucky,KY00300,1,1
1403,Anderson County Sheriff's Office,sheriff,SC,45,South Carolina,SC00400,1,7
3416,Anderson County Sheriff's Office,sheriff,TN,47,Tennessee,TN00100,1,1
1697,Anderson Police Department,local_police,CA,06,California,CA04501,1,2
3075,Anderson Police Department,local_police,IN,18,Indiana,IN04802,1,1
551,Andover Police Department,local_police,NJ,34,New Jersey,NJ01902,1,1
4184,Andrews Police Department,local_police,TX,48,Texas,TX00201,1,1
2717,Androscoggin County Sheriff's Office,sheriff,ME,23,Maine,ME00100,1,1
2478,Angel Fire Police Department,local_police,NM,35,New Mexico,NM00405,1,1
4189,Angelina County Sheriff's Office,sheriff,TX,48,Texas,TX00300,1,1
3593,Angola Police Department,local_police,IN,18,Indiana,IN07601,1,1
2295,Ankeny Police Department,local_police,IA,19,Iowa,IA07701,1,1
2330,Anne Arundel County Police Department,local_police,MD,24,Maryland,MD00202,1,7
1932,Anniston Police Department,local_police,AL,01,Alabama,AL01101,1,1
2458,Anoka County Sheriff's Office,sheriff,MN,27,Minnesota,MN00200,1,1
3040,Anoka Police Department,local_police,MN,27,Minnesota,MN00201,1,1
911,Anson County Sheriff's Department,sheriff,NC,37,North Carolina,NC00400,1,4
2679,Ansonia Police Department,local_police,CT,09,Connecticut,CT00002,1,1
4228,Anthony Police Department,local_police,TX,48,Texas,TX07101,1,1
1251,Antigo Police Department,local_police,WI,55,Wisconsin,WI03401,1,2
1781,Antioch Police Department,local_police,CA,06,California,CA00701,1,4
1787,Apache Junction Police Department,local_police,AZ,04,Arizona,AZ01113,1,2
2470,Apex Police Department,local_police,NC,37,North Carolina,NC09202,1,1
3269,Appanoose County Sheriff's Office,sheriff,IA,19,Iowa,IA00400,1,1
1745,Appleton Police Department,local_police,WI,55,Wisconsin,WI04501,1,5
740,Arab Police Department,local_police,AL,01,Alabama,AL05003,1,1
3340,Aragon Police Department,local_police,GA,13,Georgia,GA11504,1,1
3089,Aransas Pass Police Department,local_police,TX,48,Texas,TX00401,1,2
565,Arapahoe County Sheriff's Office,sheriff,CO,08,Colorado,CO00300,1,11
1877,Arcata Police Department,local_police,CA,06,California,CA01201,1,1
745,Archdale Police Department,local_police,NC,37,North Carolina,NC07606,1,1
4294,Archer County Sheriff's Office,sheriff,TX,48,Texas,TX00500,1,1
290,Arcola Police Department,local_police,IL,17,Illinois,IL02101,1,1
703,Ardmore Police Department,local_police,OK,40,Oklahoma,OK01001,1,1
2494,Ardsley Police Department,local_police,NY,36,New York,NY05924,1,1
817,Arizona Department of Public Safety,state_police,AZ,04,Arizona,AZ00757;AZCCHPX;AZDPS18,3,18
488,Arkansas Department of Community Correction,state_other,AR,05,Arkansas,ALKILBY,1,1
2562,Arkansas State Police,state_police,AR,05,Arkansas,ARASP00,1,17
3260,Arkoma Police Department,local_police,OK,40,Oklahoma,OK04003,1,1
480,Arlington County Police Department,local_police,VA,51,Virginia,VA00701,1,3
698,Arlington Police Department,local_police,TX,48,Texas,TX22001,1,19
513,Aroostook County Sheriff's Office,sheriff,ME,23,Maine,ME00200,1,3
1382,Artesia Police Department,local_police,NM,35,New Mexico,NM00801,1,1
2026,Arvada Police Department,local_police,CO,08,Colorado,CO03001,1,10
2534,Asbury Park Police Department,local_police,NJ,34,New Jersey,NJ01303,1,2
4482,Ashburn Police Department,local_police,GA,13,Georgia,GA14201,1,1
639,Ashe County Sheriff's Office,sheriff,NC,37,North Carolina,NC00500,1,2
1351,Asheville Police Department,local_police,NC,37,North Carolina,NC01101,1,2
4496,Ashland County Sheriff's Office,sheriff,OH,39,Ohio,OH00300,1,1
1945,Ashland County Sheriff's Office,sheriff,WI,55,Wisconsin,WI00200,1,2
1408,Ashtabula County Sheriff's Office,sheriff,OH,39,Ohio,OH00400,1,6
1520,Ashtabula Police Department,local_police,OH,39,Ohio,OH00401,1,2
1137,Ashville Police Department,local_police,AL,01,Alabama,AL05802,1,1
773,Ashwaubenon Public Safety,local_police,WI,55,Wisconsin,WI00508,1,1
3431,Assumption Parish Sheriff's Office,sheriff,LA,22,Louisiana,LA00400,1,1
3477,Atascosa County Sheriff's Office,sheriff,TX,48,Texas,TX00700,1,3
2426,Athens-Clarke County Sheriff's Office,sheriff,GA,13,Georgia,GA02900,1,5
2607,Athens-Clarke Police Department,local_police,GA,13,Georgia,GA02901,1,4
2702,Athens County Sheriff's Office,sheriff,OH,39,Ohio,OH00500,1,1
4553,Athens Police Department,local_police,AL,01,Alabama,AL04401,1,2
2956,Athens Police Department,local_police,TN,47,Tennessee,TN05401,1,1
2713,Atkinson County Sheriff's Department,sheriff,GA,13,Georgia,GA00200,1,1
3403,Atkins Police Department,local_police,AR,05,Arkansas,AR05802,1,2
447,Atlanta Police Department,local_police,GA,13,Georgia,GAAPD00,1,24
636,Atlantic City Police Department,local_police,NJ,34,New Jersey,NJ00102,1,4
2535,Attorney General's Narcotics Task Force,state_other,PA,42,Pennsylvania,,0,1
634,Atwater Police Department,local_police,CA,06,California,CA02401,1,3
2850,Auburndale Police Department,local_police,FL,12,Florida,FL05301,1,3
1208,Auburn Police Department,local_police,AL,01,Alabama,AL04301,1,2
3163,Auburn Police Department,local_police,GA,13,Georgia,GA00702,1,1
2343,Auburn Police Department,local_police,MA,25,Massachusetts,MA01403,1,1
2700,Auburn Police Department,local_police,ME,23,Maine,ME00101,1,2
3253,Auburn Police Department,local_police,NY,36,New York,NY00501,1,1
1447,Auburn Police Department,local_police,WA,53,Washington,WA01701,1,6
3331,Augusta County Sheriff's Department,sheriff,VA,51,Virginia,VA00800,1,1
3231,Augusta Police Department,local_police,ME,23,Maine,ME00601,1,2
2420,Augusta Police Department,local_police,WI,55,Wisconsin,WI01803,1,1
21,Aurora Police Department,local_police,CO,08,Colorado,CO00101,1,27
2113,Aurora Police Department,local_police,IL,17,Illinois,IL04501,1,2
1445,Aurora Police Department,local_police,MO,29,Missouri,MO05501,1,1
1333,Austin County Sheriff's Department,sheriff,TX,48,Texas,TX00800,1,1
3069,Austin Police Department,local_police,AR,05,Arkansas,AR04305,1,1
1609,Austin Police Department,local_police,MN,27,Minnesota,MN05001,1,2
141,Austin Police Department,local_police,TX,48,Texas,TX22701,1,45
1680,Avenal Police Department,local_police,CA,06,California,CA01607,1,1
1763,Avondale Police Department,local_police,AZ,04,Arizona,AZ00701,1,5
1462,Avon Police Department,local_police,MN,27,Minnesota,MN07316,1,1
4706,Avoyelles Parish Sheriff's Office,sheriff,LA,22,Louisiana,LA00500,1,1
1144,Azle Police Department,local_police,TX,48,Texas,TX22002,1,1
588,Azusa Police Department,local_police,CA,06,California,CA01905,1,7
2787,Baca County Sheriff's Department,sheriff,CO,08,Colorado,CO00500,1,1
1805,Bainbridge Island Police Department,local_police,WA,53,Washington,WA01807,1,1
2719,Bainbridge Police Department,local_police,GA,13,Georgia,GA04301,1,1
2275,Baker County Sheriff's Office,sheriff,FL,12,Florida,FL00200,1,2
7,Bakersfield Police Department,local_police,CA,06,California,CA01502,1,32
1728,Balch Springs Police Department,local_police,TX,48,Texas,TX05702,1,1
4756,Balcones Heights Police Department,local_police,TX,48,Texas,TX01502,1,1
4760,Baldwin Borough Police Department,local_police,PA,42,Pennsylvania,PA00201,1,1
87,Baldwin County Sheriff's Department,sheriff,AL,01,Alabama,AL00500,1,7
3562,Baldwin County Sheriff's Office,sheriff,GA,13,Georgia,GA00500,1,1
2256,Ball Police Department,local_police,LA,22,Louisiana,LA04010,1,1
4784,Baltimore City Police Department,local_police,MD,24,Maryland,,0,4
128,Baltimore County Police Department,local_police,MD,24,Maryland,MD00301,1,26
149,Baltimore Police Department,local_police,MD,24,Maryland,MDBPD00,1,23
4799,Bandera County Sheriff's Office,sheriff,TX,48,Texas,TX01000,1,2
949,Bangor Police Department,local_police,ME,23,Maine,ME01001,1,1
3401,Banks County Sheriff's Office,sheriff,GA,13,Georgia,GA00600,1,1
2398,Banning Police Department,local_police,CA,06,California,CA03301,1,2
2001,Bannock County Sheriff's Department,sheriff,ID,16,Idaho,ID00300,1,1
2405,Barberton Police Department,local_police,OH,39,Ohio,OH07702,1,2
3533,Barbourville Police Department,local_police,KY,21,Kentucky,KY06101,1,1
1305,Barren County Sheriff's Department,sheriff,KY,21,Kentucky,KY00500,1,1
3511,Barren County Sheriff's Office,sheriff,KY,21,Kentucky,KY00500,1,1
4866,Barron County Sheriff's Office,sheriff,WI,55,Wisconsin,WI00300,1,1
3162,Barrow County Sheriff's Office,sheriff,GA,13,Georgia,GA00700,1,2
4869,Barry County Sheriff's Office,sheriff,MI,26,Michigan,MI08108,1,1
785,Barstow Police Department,local_police,CA,06,California,CA03601,1,5
1500,Bartlesville Police Department,local_police,OK,40,Oklahoma,OK07401,1,4
2304,Bartlett Police Department,local_police,TN,47,Tennessee,TN07906,1,1
4883,Barton County Sheriff's Office,sheriff,MO,29,Missouri,MO00600,1,1
663,Bartow County Sheriff's Office,sheriff,GA,13,Georgia,GA00800,1,5
4890,Bartow Police Department,local_police,FL,12,Florida,FL05302,1,1
2015,BART Police Department,local_police,CA,06,California,CA00121,1,1
4902,Bastrop County Sheriff's Office,sheriff,TX,48,Texas,TX01100,1,1
2435,Bastrop Police Department,local_police,LA,22,Louisiana,LA03401,1,2
2846,Bates County Sheriff's Department,sheriff,MO,29,Missouri,MO00700,1,1
1939,Batesville Police Department,local_police,AR,05,Arkansas,AR03201,1,1
2936,Batesville Police Department,local_police,IN,18,Indiana,IN06901,1,1
2466,Bath County Sheriff's Office,sheriff,KY,21,Kentucky,KY00600,1,1
4916,Bath Township Police Department,local_police,MI,26,Michigan,MI19236,1,1
1098,Baton Rouge Police Department,local_police,LA,22,Louisiana,LA01702,1,8
2043,Battle Creek Police Department,local_police,MI,26,Michigan,MI13237,1,4
2110,Baxter County Sheriff's Department,sheriff,AR,05,Arkansas,AR00300,1,1
569,Bay City Police Department,local_police,MI,26,Michigan,MI09239,1,1
2891,Bay City Police Department,local_police,TX,48,Texas,TX16101,1,1
2465,Bay County Sheriff's Department,sheriff,FL,12,Florida,,0,1
3550,Bay County Sheriff’s Department,sheriff,MI,26,Michigan,MI09109,1,1
4957,Baylor County Sheriff's Office,sheriff,TX,48,Texas,TX01200,1,1
3539,Bay Minette Police Department,local_police,AL,01,Alabama,AL00501,1,1
3128,Bayonne Police Department,local_police,NJ,34,New Jersey,NJ00901,1,1
4946,Bay St. Louis Police Department,local_police,MS,28,Mississippi,MS02302,1,1
356,Baytown Police Department,local_police,TX,48,Texas,TX10101,1,3
462,Beacon Police Department,local_police,NY,36,New York,NY01301,1,1
3100,Bean Station Police Department,local_police,TN,47,Tennessee,TN02903,1,1
3495,Beatrice Police Department,local_police,NE,31,Nebraska,NB03401,1,1
2539,Beaufort County Sheriff's Department,sheriff,SC,45,South Carolina,SC00700,1,2
1456,Beaumont Police Department,local_police,CA,06,California,CA03302,1,3
1147,Beaumont Police Department,local_police,TX,48,Texas,TX12301,1,10
1007,Beauregard Parish Sheriff's Office,sheriff,LA,22,Louisiana,LA00600,1,2
1400,Beaver Dam Police Department,local_police,WI,55,Wisconsin,WI01401,1,1
923,Beaverhead County Sheriff's Office,sheriff,MT,30,Montana,MT00100,1,1
638,Beaverton Police Department,local_police,OR,41,Oregon,OR03401,1,6
5024,Beckley Police Department,local_police,WV,54,West Virginia,WV04101,1,1
3262,Bedford County Sheriff's Office,sheriff,VA,51,Virginia,VA01000,1,1
5031,Bedford Police,local_police,IN,18,Indiana,IN04701,1,1
2024,Bedford Police Department,local_police,TX,48,Texas,TX22003,1,3
566,Beech Grove Police Department,local_police,IN,18,Indiana,IN04901,1,2
3506,Beeville Police Department,local_police,TX,48,Texas,TX01301,1,2
2837,Bell County Sheriff's Department,sheriff,KY,21,Kentucky,KY00700,1,2
1422,Bell County Sheriff's Department,sheriff,TX,48,Texas,TX01400,1,1
1952,Bellefonte Police Department,local_police,KY,21,Kentucky,KY04510,1,2
1331,Belleville Police Department,local_police,IL,17,Illinois,IL08202,1,2
2512,Bellevue Police Department,local_police,NE,31,Nebraska,NB07701,1,1
2511,Bellevue Police Department,local_police,WA,53,Washington,WA01702,1,3
2346,Bell Gardens Police Department,local_police,CA,06,California,CA01909,1,2
1686,Bellingham Police Department,local_police,WA,53,Washington,WA03701,1,1
1362,Bell Police Department,local_police,CA,06,California,CA01907,1,1
1334,Bellville Police Department,local_police,TX,48,Texas,TX00801,1,1
2188,Belmont County Sheriff's Department,sheriff,OH,39,Ohio,OH00700,1,1
2500,Belmont Police Department,local_police,NH,33,New Hampshire,NH00106,1,1
2651,Beloit Police Department,local_police,WI,55,Wisconsin,WI05401,1,3
2068,Belton Police Department,local_police,MO,29,Missouri,MO01902,1,3
2345,Bemidji Police Department,local_police,MN,27,Minnesota,MN00401,1,1
5171,Benbrook Police Department,local_police,TX,48,Texas,TX22004,1,1
1283,Bend Police Department,local_police,OR,41,Oregon,OR00901,1,1
1490,Benton Charter Township Police Department,local_police,MI,26,Michigan,MI11249,1,1
2549,Benton County Sheriff's Office,sheriff,AR,05,Arkansas,AR00400,1,3
5212,Benton County Sheriff's Office,sheriff,OR,41,Oregon,OR00200,1,1
1806,Benton County Sheriff's Office,sheriff,WA,53,Washington,WA00300,1,3
3410,Benton Harbor Department of Public Safety,local_police,MI,26,Michigan,MI11248,1,1
1483,Benton Police Department,local_police,AR,05,Arkansas,AR06301,1,4
2644,Bentonville Police Department,local_police,AR,05,Arkansas,AR00401,1,3
537,Berkeley County Sheriff's Office,sheriff,SC,45,South Carolina,SC00800,1,5
1760,Berkeley County Sheriff's Office,sheriff,WV,54,West Virginia,WV00200,1,3
5242,Berkeley Police Department,local_police,CA,06,California,CA00103,1,2
469,Bernalillo County Sheriff's Department,sheriff,NM,35,New Mexico,NM00100,1,20
2285,Bernalillo Police Department,local_police,NM,35,New Mexico,NM02301,1,2
3239,Berrien County Sheriff's Office,sheriff,MI,26,Michigan,MI11111,1,3
3575,Bertie County Sheriff's Department,sheriff,NC,37,North Carolina,NC00800,1,2
3172,Berwick Police Department,local_police,LA,22,Louisiana,LA05101,1,1
5298,Berwyn Police Department,local_police,IL,17,Illinois,IL01609,1,1
1655,Bethany Police Department,local_police,OK,40,Oklahoma,OK05501,1,1
5312,Bethel Park Borough Police Department,local_police,PA,42,Pennsylvania,PA00203,1,1
2897,Bettendorf Police Department,local_police,IA,19,Iowa,IA08201,1,3
846,Beverly Police Department,local_police,MA,25,Massachusetts,MA00503,1,1
580,Bexar County Sheriff's Office,sheriff,TX,48,Texas,TX01500,1,15
1479,Bibb County Sheriff's Department,sheriff,GA,13,Georgia,GA01100,1,5
3302,Big Horn County Sheriff's Office,sheriff,WY,56,Wyoming,WY00200,1,1
5375,Big Spring Police Department,local_police,TX,48,Texas,TX11401,1,1
105,Billings Police Department,local_police,MT,30,Montana,MT05601,1,13
1161,Biloxi Police Department,local_police,MS,28,Mississippi,MS02401,1,6
3031,Bingham County Sheriff's Office,sheriff,ID,16,Idaho,ID00600,1,2
517,Birmingham Police Department,local_police,AL,01,Alabama,AL00102,1,11
297,Bisbee Police Department,local_police,AZ,04,Arizona,AZ00203,1,1
2684,Bismarck Police Department,local_police,MO,29,Missouri,MO09401,1,2
1145,Bismarck Police Department,local_police,ND,38,North Dakota,ND00801,1,2
2246,Bixby Police Department,local_police,OK,40,Oklahoma,OK07206,1,2
2208,Blackfoot Police Department,local_police,ID,16,Idaho,ID00602,1,2
2096,Blackman Township Police Officers,local_police,MI,26,Michigan,MI38890,1,1
3548,Blacksburg Police Department,local_police,VA,51,Virginia,VA06001,1,1
2481,Blackwell Police Department,local_police,OK,40,Oklahoma,OK03601,1,1
56,Bladenboro Police Department,local_police,NC,37,North Carolina,NC00901,1,1
57,Bladen County Sheriff's Department,sheriff,NC,37,North Carolina,NC00900,1,2
2770,Blair Police Department,local_police,NE,31,Nebraska,NB08901,1,1
1344,Bleckley County Sheriff's Office,sheriff,GA,13,Georgia,GA01200,1,1
5497,Blendon Township Police Department,local_police,OH,39,Ohio,OH02530,1,1
727,Bloomfield Hills Police Department,local_police,MI,26,Michigan,MI63261,1,1
1842,Bloomfield Police Department,local_police,NJ,34,New Jersey,NJ00702,1,1
2452,Bloomingdale Police Department,local_police,IL,17,Illinois,IL02203,1,1
2720,Bloomingdale Police Department,local_police,NJ,34,New Jersey,NJ01601,1,1
139,Bloomington Police Department,local_police,MN,27,Minnesota,MN02701,1,1
1229,Blount County Sheriff's Department,sheriff,AL,01,Alabama,AL00800,1,3
2313,Blount County Sheriff's Department,sheriff,TN,47,Tennessee,TN00500,1,2
2768,Blue Earth County Sheriff's Department,sheriff,MN,27,Minnesota,MN00700,1,1
757,Bluefield Police Department,local_police,WV,54,West Virginia,WV02802,1,1
5544,Blue Island Police Department,local_police,IL,17,Illinois,IL01610,1,1
1127,Blue Springs Police Department,local_police,MO,29,Missouri,MO04801,1,2
5564,Bluffdale Police Department,local_police,UT,49,Utah,UT01819,1,1
2450,Blytheville Police Department,local_police,AR,05,Arkansas,AR04701,1,1
2596,BNSF Railway Special Agent,other,NE,31,Nebraska,,0,1
5580,Boca Raton Police Department,local_police,FL,12,Florida,FL05002,1,1
718,Boerne Police Department,local_police,TX,48,Texas,TX13001,1,3
349,Boise Police Department,local_police,ID,16,Idaho,ID00101,1,19
3522,Bolingbrook Police Department,local_police,IL,17,Illinois,IL09902,1,1
3234,Bolivar Police Department,local_police,TN,47,Tennessee,TN03501,1,1
1708,Bonham Police Department,local_police,TX,48,Texas,TX07401,1,2
711,Bonner County Sheriff's Office,sheriff,ID,16,Idaho,ID00900,1,2
3385,Bonne Terre Police Department,local_police,MO,29,Missouri,MO09402,1,1
100,Bonneville County Sheriff's Office,sheriff,ID,16,Idaho,ID01000,1,6
5620,Bonney Lake Police Department,local_police,WA,53,Washington,WA02714,1,1
398,Boone County Sheriff's Department,sheriff,MO,29,Missouri,MO01000,1,3
3149,Boone County Sheriff's Office,sheriff,AR,05,Arkansas,AR00500,1,1
2852,Boone County Sheriff's Office,sheriff,KY,21,Kentucky,KY00800,1,1
1343,Boone Police Department,local_police,IA,19,Iowa,IA00801,1,2
2038,Boonville Police Department,local_police,IN,18,Indiana,IN08701,1,1
5662,Bossier City Police Department,local_police,LA,22,Louisiana,LA00801,1,1
2206,Bossier Parish Sheriff's Department,sheriff,LA,22,Louisiana,LA00800,1,5
3,Boston Police Department,local_police,MA,25,Massachusetts,MA01301,1,12
2773,Botetourt County Sheriff's Department,sheriff,VA,51,Virginia,VA01200,1,1
2873,Bothell Police Department,local_police,WA,53,Washington,WA01703,1,1
82,Boulder City Police Department,local_police,NV,32,Nevada,NV00204,1,1
300,Boulder County Sheriff's Office,sheriff,CO,08,Colorado,CO00700,1,3
1272,Boulder Police Department,local_police,CO,08,Colorado,CO00701,1,5
2902,Bountiful Police Department,local_police,UT,49,Utah,UT00601,1,1
2484,Bowie County Sheriff's Office,sheriff,TX,48,Texas,TX01900,1,1
5707,Bowling Green Police Department,local_police,KY,21,Kentucky,KY11401,1,2
2167,Box Elder Police Department,local_police,SD,46,South Dakota,SD05103,1,1
5727,Boyd Police Department,local_police,TX,48,Texas,,0,1
2447,Boynton Beach Police Department,local_police,FL,12,Florida,FL05003,1,3
2409,Bozeman Police Department,local_police,MT,30,Montana,MT01601,1,2
5745,Brackenridge Borough Police Department,local_police,PA,42,Pennsylvania,PA00253,1,1
2250,Bradford County Sheriff's Department,sheriff,FL,12,Florida,FL00400,1,2
1989,Bradley County Sheriff's Office,sheriff,TN,47,Tennessee,TN00600,1,5
1186,Braintree Police Department,local_police,MA,25,Massachusetts,MA01103,1,2
5792,Brandon Police Department,local_police,MS,28,Mississippi,MS06101,1,1
5801,Branson Police Department,local_police,MO,29,Missouri,MO10701,1,1
2543,Braselton Police Department,local_police,GA,13,Georgia,GA07806,1,1
3523,Brattleboro Police Department,local_police,VT,50,Vermont,VT01302,1,1
1576,Brawley Police Department,local_police,CA,06,California,CA01301,1,1
1588,Brazoria County Sheriff's Department,sheriff,TX,48,Texas,TX02000,1,3
2747,Brea Police Department,local_police,CA,06,California,CA03002,1,2
2033,Bremer County Sheriff's Office,sheriff,IA,19,Iowa,IA00900,1,1
1990,Bremerton Police Department,local_police,WA,53,Washington,WA01801,1,1
5846,Brentwood Borough Police Department,local_police,PA,42,Pennsylvania,PA00204,1,2
28,Brevard County Sheriff's Office,sheriff,FL,12,Florida,FL00500,1,14
5855,Brewer Police Department,local_police,ME,23,Maine,ME01002,1,1
1637,Brewster County Sheriff's Department,sheriff,TX,48,Texas,TX02200,1,2
744,Brick Township Police Department,local_police,NJ,34,New Jersey,NJ01506,1,2
1736,Bridgeport Police Department,local_police,CT,09,Connecticut,CT00015,1,2
1656,Bridgeton Police Department,local_police,NJ,34,New Jersey,NJ00601,1,1
2588,Bridgeview Police Department,local_police,IL,17,Illinois,IL01611,1,1
913,Brighton Police Department,local_police,CO,08,Colorado,CO00102,1,1
3599,Bristol Police Department,local_police,CT,09,Connecticut,CT00017,1,1
2602,Bristol Police Department,local_police,MI,26,Michigan,IN02004,1,1
2249,Bristol Police Department,local_police,VA,51,Virginia,VA10000,1,2
1356,Bristol Tennessee Police Department,local_police,TN,47,Tennessee,TN08201,1,3
2083,Bristol Township Police Department,local_police,PA,42,Pennsylvania,PA00903,1,1
573,Bristow Police Department,local_police,OK,40,Oklahoma,OK01901,1,1
622,Brockton Police Department,local_police,MA,25,Massachusetts,MA01203,1,3
5960,Broken Arrow Police Department,local_police,OK,40,Oklahoma,OK07201,1,2
1365,Broken Bow Police Department,local_police,OK,40,Oklahoma,OK04501,1,1
5974,Brooke County Sheriff's Office,sheriff,WV,54,West Virginia,WV00500,1,1
2864,Brookhaven Police Department,local_police,GA,13,Georgia,GA04472,1,2
855,Brookhaven Police Department,local_police,MS,28,Mississippi,MS04301,1,2
5989,Brookings Police Department,local_police,OR,41,Oregon,OR00801,1,1
2566,Brooklyn Center Police Department,local_police,MN,27,Minnesota,MN02702,1,2
2527,Brooklyn Police Department,local_police,OH,39,Ohio,OH01810,1,1
43,Brookport Police Department,local_police,IL,17,Illinois,IL06401,1,1
